tau,cvxvx
0.06451763,1912.80614263
0.06454764,1911.58575888
0.06457765,1910.35057778
0.06460765,1909.10285551
0.06463766,1907.84417426
0.06466767,1906.57097022
0.06469768,1905.28214632
0.06472769,1903.98000086
0.06475770,1902.66502513
0.06478770,1901.34403090
0.06481771,1900.02150156
0.06484772,1898.70468307
0.06487773,1897.39579327
0.06490774,1896.09387659
0.06493774,1894.78787170
0.06496775,1893.47034103
0.06499776,1892.13357547
0.06502777,1890.77120153
0.06505778,1889.37828127
0.06508779,1887.95284392
0.06511779,1886.49628689
0.06514780,1885.01586607
0.06517781,1883.51752753
0.06520782,1882.01352296
0.06523783,1880.50218417
0.06526783,1878.98890919
0.06529784,1877.47475515
0.06532785,1875.96267445
0.06535786,1874.45364651
0.06538787,1872.94619351
0.06541788,1871.43951164
0.06544788,1869.93084333
0.06547789,1868.41754660
0.06550790,1866.89844715
0.06553791,1865.37374576
0.06556792,1863.84312320
0.06559793,1862.30618401
0.06562793,1860.76580864
0.06565794,1859.22063033
0.06568795,1857.67087849
0.06571796,1856.11611313
0.06574797,1854.55836404
0.06577797,1853.00179524
0.06580798,1851.45144561
0.06583799,1849.91367610
0.06586800,1848.39201074
0.06589801,1846.88501877
0.06592802,1845.39022994
0.06595802,1843.90256544
0.06598803,1842.41431471
0.06601804,1840.91720724
0.06604805,1839.40355879
0.06607806,1837.86664081
0.06610806,1836.30343217
0.06613807,1834.70871287
0.06616808,1833.08170029
0.06619809,1831.42465704
0.06622810,1829.73611145
0.06625811,1828.02932151
0.06628811,1826.30993860
0.06631812,1824.58704007
0.06634813,1822.86704011
0.06637814,1821.14981544
0.06640815,1819.43189706
0.06643815,1817.70764412
0.06646816,1815.97517868
0.06649817,1814.23015662
0.06652818,1812.47780239
0.06655819,1810.72060274
0.06658820,1808.96824910
0.06661820,1807.22533193
0.06664821,1805.48605950
0.06667822,1803.74549454
0.06670823,1802.00127940
0.06673824,1800.25651325
0.06676824,1798.51679687
0.06679825,1796.79299914
0.06682826,1795.09240151
0.06685827,1793.41519614
0.06688828,1791.76159522
0.06691829,1790.12574338
0.06694829,1788.50050522
0.06697830,1786.88294950
0.06700831,1785.27031778
0.06703832,1783.65931254
0.06706833,1782.04691835
0.06709834,1780.43462151
0.06712834,1778.82606096
0.06715835,1777.23104851
0.06718836,1775.65101575
0.06721837,1774.08775849
0.06724838,1772.53954651
0.06727838,1771.00718057
0.06730839,1769.48524605
0.06733840,1767.97713566
0.06736841,1766.48803724
0.06739842,1765.02653563
0.06742843,1763.60179629
0.06745843,1762.21638750
0.06748844,1760.87040974
0.06751845,1759.55867096
0.06754846,1758.27254559
0.06757847,1757.00516156
0.06760847,1755.75190408
0.06763848,1754.51186526
0.06766849,1753.28476379
0.06769850,1752.07611857
0.06772851,1750.88630643
0.06775852,1749.71489568
0.06778852,1748.56235798
0.06781853,1747.42707491
0.06784854,1746.30776730
0.06787855,1745.19359943
0.06790856,1744.07594432
0.06793856,1742.94467750
0.06796857,1741.79421316
0.06799858,1740.62323684
0.06802859,1739.42903006
0.06805860,1738.21356903
0.06808861,1736.97618057
0.06811861,1735.71562790
0.06814862,1734.42526237
0.06817863,1733.10055544
0.06820864,1731.74053627
0.06823865,1730.34391798
0.06826865,1728.91293772
0.06829866,1727.44790235
0.06832867,1725.95315772
0.06835868,1724.42867445
0.06838869,1722.87517886
0.06841870,1721.29354882
0.06844870,1719.68641292
0.06847871,1718.06049283
0.06850872,1716.42191415
0.06853873,1714.77221180
0.06856874,1713.11571667
0.06859875,1711.45897664
0.06862875,1709.80910985
0.06865876,1708.17277950
0.06868877,1706.54976066
0.06871878,1704.93828548
0.06874879,1703.33736763
0.06877879,1701.74398458
0.06880880,1700.15759504
0.06883881,1698.57777739
0.06886882,1697.00569171
0.06889883,1695.43494664
0.06892884,1693.86966985
0.06895884,1692.30791232
0.06898885,1690.74868199
0.06901886,1689.19342353
0.06904887,1687.64385184
0.06907888,1686.10458732
0.06910888,1684.57835184
0.06913889,1683.06540074
0.06916890,1681.56493131
0.06919891,1680.07877142
0.06922892,1678.60830792
0.06925893,1677.15437518
0.06928893,1675.71267906
0.06931894,1674.28330901
0.06934895,1672.86639204
0.06937896,1671.46542397
0.06940897,1670.08385914
0.06943897,1668.72610445
0.06946898,1667.39198173
0.06949899,1666.08825526
0.06952900,1664.81735712
0.06955901,1663.58147228
0.06958902,1662.38083392
0.06961902,1661.21140840
0.06964903,1660.07078517
0.06967904,1658.95275101
0.06970905,1657.85210294
0.06973906,1656.75789577
0.06976906,1655.66355515
0.06979907,1654.56717551
0.06982908,1653.47056868
0.06985909,1652.37628666
0.06988910,1651.28395281
0.06991911,1650.18992399
0.06994911,1649.08596710
0.06997912,1647.96458088
0.07000913,1646.81939338
0.07003914,1645.64077114
0.07006915,1644.42182206
0.07009916,1643.15939022
0.07012916,1641.85348421
0.07015917,1640.50292561
0.07018918,1639.11458905
0.07021919,1637.68853763
0.07024920,1636.22503495
0.07027920,1634.72368662
0.07030921,1633.18291528
0.07033922,1631.60582121
0.07036923,1629.99529338
0.07039924,1628.35684921
0.07042925,1626.69154774
0.07045925,1625.00282175
0.07048926,1623.29385454
0.07051927,1621.57330846
0.07054928,1619.85001899
0.07057929,1618.12547267
0.07060929,1616.40290761
0.07063930,1614.68207228
0.07066931,1612.96445421
0.07069932,1611.24858057
0.07072933,1609.53569217
0.07075934,1607.82732578
0.07078934,1606.12238748
0.07081935,1604.42609706
0.07084936,1602.73710244
0.07087937,1601.05856287
0.07090938,1599.39001471
0.07093938,1597.72769504
0.07096939,1596.06561985
0.07099940,1594.40345070
0.07102941,1592.74113237
0.07105942,1591.07306208
0.07108943,1589.39044849
0.07111943,1587.68882279
0.07114944,1585.96956129
0.07117945,1584.22981042
0.07120946,1582.47221767
0.07123947,1580.69991392
0.07126947,1578.92356163
0.07129948,1577.15541000
0.07132949,1575.40622667
0.07135950,1573.68554265
0.07138951,1571.99295320
0.07141952,1570.32739684
0.07144952,1568.68689244
0.07147953,1567.06620066
0.07150954,1565.46727024
0.07153955,1563.88782169
0.07156956,1562.32528447
0.07159957,1560.77953680
0.07162957,1559.24882449
0.07165958,1557.73551989
0.07168959,1556.23584579
0.07171960,1554.74745272
0.07174961,1553.26516171
0.07177961,1551.78049595
0.07180962,1550.29066496
0.07183963,1548.79000186
0.07186964,1547.27277713
0.07189965,1545.72959884
0.07192966,1544.15175954
0.07195966,1542.53529881
0.07198967,1540.87803143
0.07201968,1539.18023199
0.07204969,1537.44037432
0.07207970,1535.64983697
0.07210970,1533.79267676
0.07213971,1531.85498020
0.07216972,1529.83071884
0.07219973,1527.72002204
0.07222974,1525.52994357
0.07225975,1523.26815932
0.07228975,1520.94323625
0.07231976,1518.56114653
0.07234977,1516.13054316
0.07237978,1513.65917048
0.07240979,1511.15365089
0.07243979,1508.62321814
0.07246980,1506.07927355
0.07249981,1503.53570689
0.07252982,1501.00190689
0.07255983,1498.48393765
0.07258984,1495.97782531
0.07261984,1493.48040680
0.07264985,1490.99338790
0.07267986,1488.52046426
0.07270987,1486.06478627
0.07273988,1483.62741496
0.07276988,1481.20641013
0.07279989,1478.79974550
0.07282990,1476.40485005
0.07285991,1474.02499388
0.07288992,1471.66526074
0.07291993,1469.32837847
0.07294993,1467.01738875
0.07297994,1464.73133126
0.07300995,1462.46970649
0.07303996,1460.23262373
0.07306997,1458.01876889
0.07309998,1455.82322677
0.07312998,1453.64007202
0.07315999,1451.46780364
0.07319000,1449.31343125
0.07322001,1447.18192574
0.07325002,1445.07540588
0.07328002,1442.99470956
0.07331003,1440.94285993
0.07334004,1438.92638311
0.07337005,1436.95160386
0.07340006,1435.02126717
0.07343007,1433.12954710
0.07346007,1431.26822591
0.07349008,1429.42887314
0.07352009,1427.60336294
0.07355010,1425.78458952
0.07358011,1423.96557612
0.07361011,1422.14023127
0.07364012,1420.30269816
0.07367013,1418.44686342
0.07370014,1416.57379037
0.07373015,1414.68303086
0.07376016,1412.77683438
0.07379016,1410.85510727
0.07382017,1408.91998145
0.07385018,1406.96695013
0.07388019,1404.99784068
0.07391020,1403.00868798
0.07394020,1401.00003974
0.07397021,1398.97362206
0.07400022,1396.93052629
0.07403023,1394.87278108
0.07406024,1392.80475689
0.07409025,1390.72743805
0.07412025,1388.64211510
0.07415026,1386.55092447
0.07418027,1384.45255611
0.07421028,1382.34649164
0.07424029,1380.23353493
0.07427029,1378.11512004
0.07430030,1375.99067807
0.07433031,1373.85421379
0.07436032,1371.69710976
0.07439033,1369.51677123
0.07442034,1367.30657366
0.07445034,1365.05953107
0.07448035,1362.76718585
0.07451036,1360.42032107
0.07454037,1358.01294687
0.07457038,1355.54625993
0.07460039,1353.02273421
0.07463039,1350.45275415
0.07466040,1347.84983233
0.07469041,1345.22470279
0.07472042,1342.58949344
0.07475043,1339.95107338
0.07478043,1337.31860548
0.07481044,1334.70087426
0.07484045,1332.10206862
0.07487046,1329.52159855
0.07490047,1326.96113836
0.07493048,1324.41981314
0.07496048,1321.89881168
0.07499049,1319.39973237
0.07502050,1316.92706608
0.07505051,1314.48091605
0.07508052,1312.06067445
0.07511052,1309.66287925
0.07514053,1307.28045132
0.07517054,1304.90566286
0.07520055,1302.53052502
0.07523056,1300.15426841
0.07526057,1297.77818820
0.07529057,1295.40673537
0.07532058,1293.04747278
0.07535059,1290.70340345
0.07538060,1288.37406710
0.07541061,1286.05411820
0.07544061,1283.74072352
0.07547062,1281.42834017
0.07550063,1279.11668401
0.07553064,1276.80451673
0.07556065,1274.49412417
0.07559066,1272.18575074
0.07562066,1269.87839140
0.07565067,1267.56778366
0.07568068,1265.24938671
0.07571069,1262.91791340
0.07574070,1260.57237796
0.07577070,1258.21210926
0.07580071,1255.83379193
0.07583072,1253.43504625
0.07586073,1251.01176197
0.07589074,1248.56198528
0.07592075,1246.08742335
0.07595075,1243.59087742
0.07598076,1241.07373945
0.07601077,1238.53841048
0.07604078,1235.98497618
0.07607079,1233.41808820
0.07610080,1230.83951866
0.07613080,1228.25230553
0.07616081,1225.65662982
0.07619082,1223.05323695
0.07622083,1220.44877941
0.07625084,1217.85090689
0.07628084,1215.26621614
0.07631085,1212.70348621
0.07634086,1210.16867445
0.07637087,1207.66768493
0.07640088,1205.20265355
0.07643089,1202.77249356
0.07646089,1200.37588129
0.07649090,1198.01053274
0.07652091,1195.67377224
0.07655092,1193.36157077
0.07658093,1191.06882033
0.07661093,1188.79340625
0.07664094,1186.53650310
0.07667095,1184.29715594
0.07670096,1182.07627410
0.07673097,1179.87214311
0.07676098,1177.68395215
0.07679098,1175.51346261
0.07682099,1173.36051268
0.07685100,1171.23031068
0.07688101,1169.12339728
0.07691102,1167.04230772
0.07694102,1164.98716461
0.07697103,1162.95543855
0.07700104,1160.94171838
0.07703105,1158.94617868
0.07706106,1156.97306362
0.07709107,1155.02324120
0.07712107,1153.10129158
0.07715108,1151.20882151
0.07718109,1149.34668722
0.07721110,1147.51187063
0.07724111,1145.69599994
0.07727111,1143.89503790
0.07730112,1142.10733756
0.07733113,1140.33348088
0.07736114,1138.57464257
0.07739115,1136.82414259
0.07742116,1135.07740162
0.07745116,1133.32218971
0.07748117,1131.55138585
0.07751118,1129.76150415
0.07754119,1127.96197772
0.07757120,1126.16483985
0.07760121,1124.38237558
0.07763121,1122.61905544
0.07766122,1120.87550917
0.07769123,1119.14885450
0.07772124,1117.43749226
0.07775125,1115.73837537
0.07778125,1114.04747285
0.07781126,1112.35899160
0.07784127,1110.66482636
0.07787128,1108.95963031
0.07790129,1107.23998351
0.07793130,1105.50541866
0.07796130,1103.75684809
0.07799131,1102.00162263
0.07802132,1100.23974796
0.07805133,1098.47282592
0.07808134,1096.69990066
0.07811134,1094.92421079
0.07814135,1093.14913907
0.07817136,1091.37534323
0.07820137,1089.59761289
0.07823138,1087.80910520
0.07826139,1086.00612846
0.07829139,1084.18997665
0.07832140,1082.36048346
0.07835141,1080.51424173
0.07838142,1078.64923180
0.07841143,1076.76972529
0.07844143,1074.87634816
0.07847144,1072.97905901
0.07850145,1071.08252568
0.07853146,1069.19242886
0.07856147,1067.30943759
0.07859148,1065.43451721
0.07862148,1063.56357939
0.07865149,1061.69800169
0.07868150,1059.83716048
0.07871151,1057.98106732
0.07874152,1056.12907626
0.07877152,1054.28977228
0.07880153,1052.47127910
0.07883154,1050.68029145
0.07886155,1048.92016248
0.07889156,1047.19071230
0.07892157,1045.49216162
0.07895157,1043.82412941
0.07898158,1042.18638149
0.07901159,1040.57874726
0.07904160,1039.00252739
0.07907161,1037.45926217
0.07910162,1035.95415369
0.07913162,1034.49103121
0.07916163,1033.07250588
0.07919164,1031.69898386
0.07922165,1030.36390224
0.07925166,1029.06020305
0.07928166,1027.78010136
0.07931167,1026.51611886
0.07934168,1025.25809503
0.07937169,1023.99559575
0.07940170,1022.72292322
0.07943171,1021.43504454
0.07946171,1020.12666313
0.07949172,1018.79705441
0.07952173,1017.44792151
0.07955174,1016.07617787
0.07958175,1014.68221949
0.07961175,1013.27093656
0.07964176,1011.84958811
0.07967177,1010.42817312
0.07970178,1009.01344531
0.07973179,1007.60350983
0.07976180,1006.19568693
0.07979180,1004.78353899
0.07982181,1003.36200864
0.07985182,1001.92817134
0.07988183,1000.47954829
0.07991184,999.01787502
0.07994184,997.54203028
0.07997185,996.04877482
0.08000186,994.54093423
0.08003187,993.01736669
0.08006188,991.48101945
0.08009189,989.93114213
0.08012189,988.36698086
0.08015190,986.78479665
0.08018191,985.18478892
0.08021192,983.56631366
0.08024193,981.93295090
0.08027193,980.28573427
0.08030194,978.62987126
0.08033195,976.96942006
0.08036196,975.30753142
0.08039197,973.64542796
0.08042198,971.98041619
0.08045198,970.31118722
0.08048199,968.64510471
0.08051200,966.98642824
0.08054201,965.33823230
0.08057202,963.69889561
0.08060203,962.06470737
0.08063203,960.43254283
0.08066204,958.80367512
0.08069205,957.17428774
0.08072206,955.54494228
0.08075207,953.91552186
0.08078207,952.28356430
0.08081208,950.64636195
0.08084209,949.00159761
0.08087210,947.34567693
0.08090211,945.67113228
0.08093212,943.97333785
0.08096212,942.25148454
0.08099213,940.50609181
0.08102214,938.73861875
0.08105215,936.95299257
0.08108216,935.15352449
0.08111216,933.34754099
0.08114217,931.54182482
0.08117218,929.73846335
0.08120219,927.94197520
0.08123220,926.15050244
0.08126221,924.36290664
0.08129221,922.57619632
0.08132222,920.79239480
0.08135223,919.01548335
0.08138224,917.25505632
0.08141225,915.51742895
0.08144225,913.80996687
0.08147226,912.12683708
0.08150227,910.46250734
0.08153228,908.81396956
0.08156229,907.18330520
0.08159230,905.57416140
0.08162230,903.98784619
0.08165231,902.42434000
0.08168232,900.87614768
0.08171233,899.33243444
0.08174234,897.78282561
0.08177234,896.22212601
0.08180235,894.64612096
0.08183236,893.05057244
0.08186237,891.43563967
0.08189238,889.80139691
0.08192239,888.14760658
0.08195239,886.47066623
0.08198240,884.76949430
0.08201241,883.03765226
0.08204242,881.27514325
0.08207243,879.48492493
0.08210244,877.67337471
0.08213244,875.84864403
0.08216245,874.01544583
0.08219246,872.17778140
0.08222247,870.34057329
0.08225248,868.50684252
0.08228248,866.68036351
0.08231249,864.86087510
0.08234250,863.05007107
0.08237251,861.24685294
0.08240252,859.45311121
0.08243253,857.67186237
0.08246253,855.90672142
0.08249254,854.15776662
0.08252255,852.42186903
0.08255256,850.69369974
0.08258257,848.96808562
0.08261257,847.24271559
0.08264258,845.51998892
0.08267259,843.80064634
0.08270260,842.08400496
0.08273261,840.36539807
0.08276262,838.64178570
0.08279262,836.91175884
0.08282263,835.17540130
0.08285264,833.43669167
0.08288265,831.70391463
0.08291266,829.98664509
0.08294266,828.29294208
0.08297267,826.62502299
0.08300268,824.97973215
0.08303269,823.35135858
0.08306270,821.73648018
0.08309271,820.13056647
0.08312271,818.52685165
0.08315272,816.92042660
0.08318273,815.30451423
0.08321274,813.67504162
0.08324275,812.02963447
0.08327275,810.36609601
0.08330276,808.68431888
0.08333277,806.98386448
0.08336278,805.26750405
0.08339279,803.53720013
0.08342280,801.79442969
0.08345280,800.04126994
0.08348281,798.28018401
0.08351282,796.51553627
0.08354283,794.75222667
0.08357284,792.98744232
0.08360285,791.21738051
0.08363285,789.43969879
0.08366286,787.65747046
0.08369287,785.87837983
0.08372288,784.11185568
0.08375289,782.37004224
0.08378289,780.66032242
0.08381290,778.98302664
0.08384291,777.33569844
0.08387292,775.71479542
0.08390293,774.11508566
0.08393294,772.52936699
0.08396294,770.95053248
0.08399295,769.37163028
0.08402296,767.78669485
0.08405297,766.19326211
0.08408298,764.58617873
0.08411298,762.96478417
0.08414299,761.32596151
0.08417300,759.66968695
0.08420301,757.99848364
0.08423302,756.31884046
0.08426303,754.63377056
0.08429303,752.94467182
0.08432304,751.25421202
0.08435305,749.56368425
0.08438306,747.87511355
0.08441307,746.18736397
0.08444307,744.49665846
0.08447308,742.79925086
0.08450309,741.08985869
0.08453310,739.36365453
0.08456311,737.61831108
0.08459312,735.85526985
0.08462312,734.07757059
0.08465313,732.28948162
0.08468314,730.49178252
0.08471315,728.68575576
0.08474316,726.87031406
0.08477316,725.04585638
0.08480317,723.21299649
0.08483318,721.37542917
0.08486319,719.53770588
0.08489320,717.70300680
0.08492321,715.87426434
0.08495321,714.05017445
0.08498322,712.23013018
0.08501323,710.42184263
0.08504324,708.63161636
0.08507325,706.85822864
0.08510326,705.10073224
0.08513326,703.36034517
0.08516327,701.63715221
0.08519328,699.92903897
0.08522329,698.23695037
0.08525330,696.56338327
0.08528330,694.91139487
0.08531331,693.28130145
0.08534332,691.67581426
0.08537333,690.09600605
0.08540334,688.54721395
0.08543335,687.03531103
0.08546335,685.56554835
0.08549336,684.13763895
0.08552337,682.74804085
0.08555338,681.39124136
0.08558339,680.06163488
0.08561339,678.75235561
0.08564340,677.45605480
0.08567341,676.16716607
0.08570342,674.88254491
0.08573343,673.59922452
0.08576344,672.31414355
0.08579344,671.02421526
0.08582345,669.72387921
0.08585346,668.40703145
0.08588347,667.06681792
0.08591348,665.70117369
0.08594348,664.31057349
0.08597349,662.89559651
0.08600350,661.45746127
0.08603351,659.99601232
0.08606352,658.51509886
0.08609353,657.01354947
0.08612353,655.49168858
0.08615354,653.94907018
0.08618355,652.38484944
0.08621356,650.80118057
0.08624357,649.19480202
0.08627357,647.56581722
0.08630358,645.91991509
0.08633359,644.26540662
0.08636360,642.61151654
0.08639361,640.96652858
0.08642362,639.33363212
0.08645362,637.71278031
0.08648363,636.10019539
0.08651364,634.49108859
0.08654365,632.88487798
0.08657366,631.28732438
0.08660367,629.70755395
0.08663367,628.15443846
0.08666368,626.62865890
0.08669369,625.12835072
0.08672370,623.64899002
0.08675371,622.17772583
0.08678371,620.70560272
0.08681372,619.22440886
0.08684373,617.73276246
0.08687374,616.23134449
0.08690375,614.72534233
0.08693376,613.21906965
0.08696376,611.71016487
0.08699377,610.19436824
0.08702378,608.66471325
0.08705379,607.11646860
0.08708380,605.54754217
0.08711380,603.95283713
0.08714381,602.33068324
0.08717382,600.67930500
0.08720383,598.99566928
0.08723384,597.28006232
0.08726385,595.53297107
0.08729385,593.75724454
0.08732386,591.95870809
0.08735387,590.14611443
0.08738388,588.32895243
0.08741389,586.51327614
0.08744389,584.69946601
0.08747390,582.88752263
0.08750391,581.07942904
0.08753392,579.27828119
0.08756393,577.48556949
0.08759394,575.69537722
0.08762394,573.90016910
0.08765395,572.09285338
0.08768396,570.27001000
0.08771397,568.43118501
0.08774398,566.57704493
0.08777398,564.70728254
0.08780399,562.82412722
0.08783400,560.92687877
0.08786401,559.01807224
0.08789402,557.09882537
0.08792403,555.17365055
0.08795403,553.24675110
0.08798404,551.32437941
0.08801405,549.41016278
0.08804406,547.50984772
0.08807407,545.62489092
0.08810408,543.75757331
0.08813408,541.90539119
0.08816409,540.06613364
0.08819410,538.23970812
0.08822411,536.42992149
0.08825412,534.63957954
0.08828412,532.87153382
0.08831413,531.12879254
0.08834414,529.41549333
0.08837415,527.73682004
0.08840416,526.09852088
0.08843417,524.50136296
0.08846417,522.94146256
0.08849418,521.41367301
0.08852419,519.91164713
0.08855420,518.42547452
0.08858421,516.94392535
0.08861421,515.45521985
0.08864422,513.95160748
0.08867423,512.43274378
0.08870424,510.90120869
0.08873425,509.36214018
0.08876426,507.81708456
0.08879426,506.26795642
0.08882427,504.71723259
0.08885428,503.16532721
0.08888429,501.60821698
0.08891430,500.04065199
0.08894430,498.46171768
0.08897431,496.87623535
0.08900432,495.28962246
0.08903433,493.71031210
0.08906434,492.14415997
0.08909435,490.59215312
0.08912435,489.05332812
0.08915436,487.52420221
0.08918437,486.00660496
0.08921438,484.50571515
0.08924439,483.02773630
0.08927439,481.57433421
0.08930440,480.14438460
0.08933441,478.73145671
0.08936442,477.32973376
0.08939443,475.93814561
0.08942444,474.56085382
0.08945444,473.20471930
0.08948445,471.87549982
0.08951446,470.57556941
0.08954447,469.30271482
0.08957448,468.05308721
0.08960449,466.82395107
0.08963449,465.61454626
0.08966450,464.41910228
0.08969451,463.22957379
0.08972452,462.04159283
0.08975453,460.85351086
0.08978453,459.66406098
0.08981454,458.46949982
0.08984455,457.26672897
0.08987456,456.05210673
0.08990457,454.82785498
0.08993458,453.59992305
0.08996458,452.37672170
0.08999459,451.16177729
0.09002460,449.95430274
0.09005461,448.75137895
0.09008462,447.54727809
0.09011462,446.33696215
0.09014463,445.11431357
0.09017464,443.87494653
0.09020465,442.61620494
0.09023466,441.34005035
0.09026467,440.05099575
0.09029467,438.75469180
0.09032468,437.45315772
0.09035469,436.14791480
0.09038470,434.84152904
0.09041471,433.54209154
0.09044471,432.25412961
0.09047472,430.97792094
0.09050473,429.71285515
0.09053474,428.46061127
0.09056475,427.22432022
0.09059476,426.00150414
0.09062476,424.78596084
0.09065477,423.57267658
0.09068478,422.36031005
0.09071479,421.14891278
0.09074480,419.93872414
0.09077480,418.73174908
0.09080481,417.53080151
0.09083482,416.34270165
0.09086483,415.17385824
0.09089484,414.02794767
0.09092485,412.90752250
0.09095485,411.81260364
0.09098486,410.74056925
0.09101487,409.68977921
0.09104488,408.65725136
0.09107489,407.64501938
0.09110490,406.65427574
0.09113490,405.68542153
0.09116491,404.73781614
0.09119492,403.81095953
0.09122493,402.90572132
0.09125494,402.02525215
0.09128494,401.17042436
0.09131495,400.34300268
0.09134496,399.54588994
0.09137497,398.78316511
0.09140498,398.05964460
0.09143499,397.37405676
0.09146499,396.72368114
0.09149500,396.11006342
0.09152501,395.53921336
0.09155502,395.01290316
0.09158503,394.52790665
0.09161503,394.07513300
0.09164504,393.64615868
0.09167505,393.22759881
0.09170506,392.80855910
0.09173507,392.37717306
0.09176508,391.92944015
0.09179508,391.46297371
0.09182509,390.98119687
0.09185510,390.48707577
0.09188511,389.98143175
0.09191512,389.46812879
0.09194512,388.95110404
0.09197513,388.43505238
0.09200514,387.92380211
0.09203515,387.41915221
0.09206516,386.92417121
0.09209517,386.43700450
0.09212517,385.95473960
0.09215518,385.47093257
0.09218519,384.97979381
0.09221520,384.48073022
0.09224521,383.97848722
0.09227521,383.48128939
0.09230522,382.99672243
0.09233523,382.52652081
0.09236524,382.06425408
0.09239525,381.59986513
0.09242526,381.12472327
0.09245526,380.63572379
0.09248527,380.13797159
0.09251528,379.64343700
0.09254529,379.16158695
0.09257530,378.69470855
0.09260531,378.23700222
0.09263531,377.77846278
0.09266532,377.31042550
0.09269533,376.82526313
0.09272534,376.31719346
0.09275535,375.78294379
0.09278535,375.22181867
0.09281536,374.63581353
0.09284537,374.03039211
0.09287538,373.41251531
0.09290539,372.79053626
0.09293540,372.17089108
0.09296540,371.55979191
0.09299541,370.96222114
0.09302542,370.38185937
0.09305543,369.82041011
0.09308544,369.28115735
0.09311544,368.76448445
0.09314545,368.26868314
0.09317546,367.79187689
0.09320547,367.33263667
0.09323548,366.89064316
0.09326549,366.46367371
0.09329549,366.04777610
0.09332550,365.63857436
0.09335551,365.23096531
0.09338552,364.81745234
0.09341553,364.39103202
0.09344553,363.94865357
0.09347554,363.49324375
0.09350555,363.03037165
0.09353556,362.56530928
0.09356557,362.09941774
0.09359558,361.63293985
0.09362558,361.16679631
0.09365559,360.69831801
0.09368560,360.22421070
0.09371561,359.74148945
0.09374562,359.24626857
0.09377562,358.73509651
0.09380563,358.20482767
0.09383564,357.65369536
0.09386565,357.07653680
0.09389566,356.46446195
0.09392567,355.81527059
0.09395567,355.13498732
0.09398568,354.43386247
0.09401569,353.71792407
0.09404570,352.98475763
0.09407571,352.23048114
0.09410572,351.45375776
0.09413572,350.65625040
0.09416573,349.84222364
0.09419574,349.01731377
0.09422575,348.18716956
0.09425576,347.35533888
0.09428576,346.52511381
0.09431577,345.69964357
0.09434578,344.88252599
0.09437579,344.07671046
0.09440580,343.28342597
0.09443581,342.49928594
0.09446581,341.71814483
0.09449582,340.93720810
0.09452583,340.15607356
0.09455584,339.37321860
0.09458585,338.58454192
0.09461585,337.78507026
0.09464586,336.96888493
0.09467587,336.13035235
0.09470588,335.26571936
0.09473589,334.37615336
0.09476590,333.46554928
0.09479590,332.53650744
0.09482591,331.59489938
0.09485592,330.64463083
0.09488593,329.68534457
0.09491594,328.71474871
0.09494594,327.73348695
0.09497595,326.74460732
0.09500596,325.75050176
0.09503597,324.74984711
0.09506598,323.74063258
0.09509599,322.72337814
0.09512599,321.70457869
0.09515600,320.69311204
0.09518601,319.69744702
0.09521602,318.72461790
0.09524603,317.77776314
0.09527603,316.85731311
0.09530604,315.96050730
0.09533605,315.08656458
0.09536606,314.23604460
0.09539607,313.41039921
0.09542608,312.60743406
0.09545608,311.82214301
0.09548609,311.04745320
0.09551610,310.27684978
0.09554611,309.50602121
0.09557612,308.73581145
0.09560613,307.96805020
0.09563613,307.20354344
0.09566614,306.44278107
0.09569615,305.68352243
0.09572616,304.92148928
0.09575617,304.15223787
0.09578617,303.37457145
0.09581618,302.58877243
0.09584619,301.79364232
0.09587620,300.98880103
0.09590621,300.17414950
0.09593622,299.35242523
0.09596622,298.52657621
0.09599623,297.69431108
0.09602624,296.85054033
0.09605625,295.99009283
0.09608626,295.11142371
0.09611626,294.21381502
0.09614627,293.29712178
0.09617628,292.36313528
0.09620629,291.41613612
0.09623630,290.45990767
0.09626631,289.49728819
0.09629631,288.53084311
0.09632632,287.56488327
0.09635633,286.60497160
0.09638634,285.65493469
0.09641635,284.71797687
0.09644635,283.79755899
0.09647636,282.89766761
0.09650637,282.02012344
0.09653638,281.16459669
0.09656639,280.32837568
0.09659640,279.50713405
0.09662640,278.69609816
0.09665641,277.89023711
0.09668642,277.08728693
0.09671643,276.28728447
0.09674644,275.49245701
0.09677644,274.70435103
0.09680645,273.92448995
0.09683646,273.15167175
0.09686647,272.38895849
0.09689648,271.63874213
0.09692649,270.90241691
0.09695649,270.18095743
0.09698650,269.47684160
0.09701651,268.79443750
0.09704652,268.13656298
0.09707653,267.50946877
0.09710654,266.91892136
0.09713654,266.36540206
0.09716655,265.84332952
0.09719656,265.34327950
0.09722657,264.85892272
0.09725658,264.38711206
0.09728658,263.92670825
0.09731659,263.47675781
0.09734660,263.03692108
0.09737661,262.60473041
0.09740662,262.17490074
0.09743663,261.73941479
0.09746663,261.29215206
0.09749664,260.83001607
0.09752665,260.35271917
0.09755666,259.85920960
0.09758667,259.34614020
0.09761667,258.81147187
0.09764668,258.25493846
0.09767669,257.67805851
0.09770670,257.08458040
0.09773671,256.47620044
0.09776672,255.85377882
0.09779672,255.21668489
0.09782673,254.56824099
0.09785674,253.91406686
0.09788675,253.25990757
0.09791676,252.60995583
0.09794676,251.96403989
0.09797677,251.31890897
0.09800678,250.66962295
0.09803679,250.01299509
0.09806680,249.34806060
0.09809681,248.67474487
0.09812681,247.99313239
0.09815682,247.29996279
0.09818683,246.58956736
