tau,cvxvx
0.03222881,4717.97803814
0.03225881,4711.38889281
0.03228882,4704.80650020
0.03231883,4698.23052226
0.03234884,4691.66134750
0.03237885,4685.10236239
0.03240886,4678.56121857
0.03243886,4672.03743842
0.03246887,4665.53028934
0.03249888,4659.03682261
0.03252889,4652.55545018
0.03255890,4646.08750548
0.03258891,4639.63203511
0.03261891,4633.18732353
0.03264892,4626.75485956
0.03267893,4620.33215101
0.03270894,4613.91881471
0.03273895,4607.52691746
0.03276895,4601.15579687
0.03279896,4594.80697662
0.03282897,4588.48354154
0.03285898,4582.18598879
0.03288899,4575.92387224
0.03291900,4569.70397085
0.03294900,4563.53633371
0.03297901,4557.42498108
0.03300902,4551.37495798
0.03303903,4545.38978217
0.03306904,4539.46326487
0.03309904,4533.59514702
0.03312905,4527.77866653
0.03315906,4522.01082399
0.03318907,4516.28921833
0.03321908,4510.61089647
0.03324909,4504.97350384
0.03327909,4499.37661670
0.03330910,4493.81908890
0.03333911,4488.29342838
0.03336912,4482.79519033
0.03339913,4477.31673577
0.03342913,4471.86077232
0.03345914,4466.42941715
0.03348915,4461.02771230
0.03351916,4455.65891469
0.03354917,4450.32229157
0.03357918,4445.02012980
0.03360918,4439.74427702
0.03363919,4434.49065507
0.03366920,4429.25260165
0.03369921,4424.03611691
0.03372922,4418.84416875
0.03375922,4413.68125312
0.03378923,4408.54487996
0.03381924,4403.43176748
0.03384925,4398.33437647
0.03387926,4393.25005088
0.03390927,4388.17543079
0.03393927,4383.10787504
0.03396928,4378.04800342
0.03399929,4372.99009567
0.03402930,4367.93199563
0.03405931,4362.87324138
0.03408932,4357.82188608
0.03411932,4352.77206699
0.03414933,4347.72091204
0.03417934,4342.65869070
0.03420935,4337.57741616
0.03423936,4332.47805443
0.03426936,4327.36246467
0.03429937,4322.23014740
0.03432938,4317.08460200
0.03435939,4311.93079467
0.03438940,4306.77751930
0.03441941,4301.63259614
0.03444941,4296.50153382
0.03447942,4291.38206903
0.03450943,4286.26693484
0.03453944,4281.15303559
0.03456945,4276.03719945
0.03459945,4270.91838494
0.03462946,4265.79686176
0.03465947,4260.67543215
0.03468948,4255.56088251
0.03471949,4250.45542051
0.03474950,4245.35784599
0.03477950,4240.26468668
0.03480951,4235.17414800
0.03483952,4230.08133899
0.03486953,4224.98469846
0.03489954,4219.88170722
0.03492954,4214.77084127
0.03495955,4209.64780397
0.03498956,4204.52188671
0.03501957,4199.39406147
0.03504958,4194.27089147
0.03507959,4189.17018162
0.03510959,4184.10336562
0.03513960,4179.09042868
0.03516961,4174.13546377
0.03519962,4169.24329110
0.03522963,4164.41213257
0.03525963,4159.63769768
0.03528964,4154.91084590
0.03531965,4150.23093884
0.03534966,4145.59924412
0.03537967,4141.01884412
0.03540968,4136.48767408
0.03543968,4132.00221112
0.03546969,4127.55802978
0.03549970,4123.14898733
0.03552971,4118.77397096
0.03555972,4114.42315662
0.03558973,4110.09285125
0.03561973,4105.77796710
0.03564974,4101.47288235
0.03567975,4097.17178458
0.03570976,4092.86727823
0.03573977,4088.55451662
0.03576977,4084.23465386
0.03579978,4079.91087079
0.03582979,4075.58661607
0.03585980,4071.26128640
0.03588981,4066.92959814
0.03591982,4062.59005423
0.03594982,4058.22986066
0.03597983,4053.84517243
0.03600984,4049.42774081
0.03603985,4044.97234189
0.03606986,4040.47909858
0.03609986,4035.94593575
0.03612987,4031.37861318
0.03615988,4026.77948997
0.03618989,4022.15862483
0.03621990,4017.52505114
0.03624991,4012.88170401
0.03627991,4008.23123333
0.03630992,4003.57612430
0.03633993,3998.91529118
0.03636994,3994.24952884
0.03639995,3989.58064157
0.03642995,3984.91319230
0.03645996,3980.25399375
0.03648997,3975.60848327
0.03651998,3970.97050496
0.03654999,3966.33854412
0.03658000,3961.70863458
0.03661000,3957.07709412
0.03664001,3952.44607757
0.03667002,3947.82106195
0.03670003,3943.20546305
0.03673004,3938.59917077
0.03676004,3934.01407647
0.03679005,3929.45868228
0.03682006,3924.94232415
0.03685007,3920.47155202
0.03688008,3916.05099081
0.03691009,3911.68191686
0.03694009,3907.36227759
0.03697010,3903.08652364
0.03700011,3898.84901188
0.03703012,3894.64290004
0.03706013,3890.46308676
0.03709014,3886.30804210
0.03712014,3882.17332744
0.03715015,3878.07055137
0.03718016,3874.00424669
0.03721017,3869.98241498
0.03724018,3866.01296588
0.03727018,3862.09853270
0.03730019,3858.23129044
0.03733020,3854.40672112
0.03736021,3850.61105456
0.03739022,3846.83952846
0.03742023,3843.08826546
0.03745023,3839.35928452
0.03748024,3835.65354763
0.03751025,3831.96673939
0.03754026,3828.29013915
0.03757027,3824.61576746
0.03760027,3820.94264463
0.03763028,3817.27335818
0.03766029,3813.61025502
0.03769030,3809.95497316
0.03772031,3806.30098676
0.03775032,3802.64359320
0.03778032,3798.97597335
0.03781033,3795.29703051
0.03784034,3791.61252628
0.03787035,3787.93389298
0.03790036,3784.27082187
0.03793036,3780.63618860
0.03796037,3777.03207004
0.03799038,3773.45799706
0.03802039,3769.90688272
0.03805040,3766.37405693
0.03808041,3762.85115756
0.03811041,3759.32949689
0.03814042,3755.80367116
0.03817043,3752.26861274
0.03820044,3748.72244184
0.03823045,3745.16071544
0.03826045,3741.59074118
0.03829046,3738.01419835
0.03832047,3734.43844412
0.03835048,3730.85788860
0.03838049,3727.28016471
0.03841050,3723.70417981
0.03844050,3720.13635287
0.03847051,3716.58121452
0.03850052,3713.03634853
0.03853053,3709.50374632
0.03856054,3705.98398235
0.03859055,3702.47556838
0.03862055,3698.98298989
0.03865056,3695.50715827
0.03868057,3692.04582923
0.03871058,3688.60363327
0.03874059,3685.18451985
0.03877059,3681.79208125
0.03880060,3678.42398787
0.03883061,3675.07651967
0.03886062,3671.74174816
0.03889063,3668.41477923
0.03892064,3665.08324246
0.03895064,3661.74854706
0.03898065,3658.40915331
0.03901066,3655.07015882
0.03904067,3651.74052647
0.03907068,3648.42961765
0.03910068,3645.15168235
0.03913069,3641.91620507
0.03916070,3638.72566324
0.03919071,3635.58433566
0.03922072,3632.49871862
0.03925073,3629.47241857
0.03928073,3626.50848309
0.03931074,3623.60087375
0.03934075,3620.73928004
0.03937076,3617.91897256
0.03940077,3615.14065239
0.03943077,3612.40538493
0.03946078,3609.71884522
0.03949079,3607.07654006
0.03952080,3604.47162812
0.03955081,3601.89941364
0.03958082,3599.35544371
0.03961082,3596.83536465
0.03964083,3594.33711700
0.03967084,3591.86772879
0.03970085,3589.42888096
0.03973086,3587.02626866
0.03976086,3584.66926287
0.03979087,3582.36250222
0.03982088,3580.10333272
0.03985089,3577.88840404
0.03988090,3575.70597684
0.03991091,3573.54943566
0.03994091,3571.42153327
0.03997092,3569.32398824
0.04000093,3567.26577886
0.04003094,3565.24316189
0.04006095,3563.25842136
0.04009096,3561.30284890
0.04012096,3559.37013671
0.04015097,3557.45507169
0.04018098,3555.55132868
0.04021099,3553.65551800
0.04024100,3551.75965388
0.04027100,3549.85660000
0.04030101,3547.94060535
0.04033102,3546.00834143
0.04036103,3544.05797382
0.04039104,3542.09506048
0.04042105,3540.12483711
0.04045105,3538.15381989
0.04048106,3536.18094728
0.04051107,3534.20264566
0.04054108,3532.20690574
0.04057109,3530.18576153
0.04060109,3528.13223778
0.04063110,3526.04709458
0.04066111,3523.93027960
0.04069112,3521.78345222
0.04072113,3519.60894594
0.04075114,3517.40718733
0.04078114,3515.17983773
0.04081115,3512.92762790
0.04084116,3510.64667737
0.04087117,3508.33695680
0.04090118,3505.99495980
0.04093118,3503.61952976
0.04096119,3501.21197794
0.04099120,3498.77271561
0.04102121,3496.30578632
0.04105122,3493.82057243
0.04108123,3491.32412776
0.04111123,3488.82453235
0.04114124,3486.32581930
0.04117125,3483.82943798
0.04120126,3481.34137802
0.04123127,3478.86557184
0.04126127,3476.40803621
0.04129128,3473.96911124
0.04132129,3471.54849932
0.04135130,3469.14105158
0.04138131,3466.74189969
0.04141132,3464.35028807
0.04144132,3461.96383086
0.04147133,3459.58414726
0.04150134,3457.20648790
0.04153135,3454.82984080
0.04156136,3452.44375044
0.04159137,3450.04896116
0.04162137,3447.63858908
0.04165138,3445.21345434
0.04168139,3442.77306434
0.04171140,3440.31821519
0.04174141,3437.84576974
0.04177141,3435.35569858
0.04180142,3432.84739870
0.04183143,3430.32197246
0.04186144,3427.77992555
0.04189145,3425.22030000
0.04192146,3422.63954801
0.04195146,3420.03143048
0.04198147,3417.39366456
0.04201148,3414.72563706
0.04204149,3412.02852886
0.04207150,3409.30426467
0.04210150,3406.55406581
0.04213151,3403.78639504
0.04216152,3401.00834504
0.04219153,3398.22264176
0.04222154,3395.43503656
0.04225155,3392.64868015
0.04228155,3389.86274680
0.04231156,3387.08332088
0.04234157,3384.31500879
0.04237158,3381.56134575
0.04240159,3378.82524322
0.04243159,3376.10802807
0.04246160,3373.40865645
0.04249161,3370.72981432
0.04252162,3368.06460993
0.04255163,3365.41068640
0.04258164,3362.76467596
0.04261164,3360.11847728
0.04264165,3357.47178818
0.04267166,3354.81928097
0.04270167,3352.15910294
0.04273168,3349.48988733
0.04276168,3346.81615882
0.04279169,3344.14439434
0.04282170,3341.48525180
0.04285171,3338.84865846
0.04288172,3336.24161434
0.04291173,3333.66569228
0.04294173,3331.11527794
0.04297174,3328.58436701
0.04300175,3326.06960493
0.04303176,3323.56330037
0.04306177,3321.05961860
0.04309178,3318.55351415
0.04312178,3316.04064632
0.04315179,3313.51358235
0.04318180,3310.96878919
0.04321181,3308.40381783
0.04324182,3305.82446531
0.04327182,3303.23469699
0.04330183,3300.63919075
0.04333184,3298.04770504
0.04336185,3295.46768988
0.04339186,3292.90395914
0.04342187,3290.35769772
0.04345187,3287.82825640
0.04348188,3285.30827901
0.04351189,3282.79196482
0.04354190,3280.28324408
0.04357191,3277.78687028
0.04360191,3275.30986076
0.04363192,3272.85758156
0.04366193,3270.43033730
0.04369194,3268.03023912
0.04372195,3265.64708680
0.04375196,3263.28038638
0.04378196,3260.93135842
0.04381197,3258.60323265
0.04384198,3256.29639200
0.04387199,3254.00816169
0.04390200,3251.72871665
0.04393200,3249.44867949
0.04396201,3247.16435656
0.04399202,3244.87174901
0.04402203,3242.57395728
0.04405204,3240.27536074
0.04408205,3237.97909706
0.04411205,3235.69217719
0.04414206,3233.41233057
0.04417207,3231.14295818
0.04420208,3228.88120037
0.04423209,3226.62913993
0.04426209,3224.38992162
0.04429210,3222.17575570
0.04432211,3219.99267180
0.04435212,3217.83809301
0.04438213,3215.71175147
0.04441214,3213.60758493
0.04444214,3211.52148585
0.04447215,3209.44636676
0.04450216,3207.37474441
0.04453217,3205.30610770
0.04456218,3203.23836638
0.04459219,3201.16987243
0.04462219,3199.10005785
0.04465220,3197.01970601
0.04468221,3194.91809267
0.04471222,3192.78594616
0.04474223,3190.61759068
0.04477223,3188.40503676
0.04480224,3186.14604928
0.04483225,3183.83630128
0.04486226,3181.47753778
0.04489227,3179.07753820
0.04492228,3176.64225822
0.04495228,3174.18034290
0.04498229,3171.69455974
0.04501230,3169.18521551
0.04504231,3166.64930507
0.04507232,3164.08321493
0.04510232,3161.47864603
0.04513233,3158.83013267
0.04516234,3156.13486921
0.04519235,3153.39122132
0.04522236,3150.59217039
0.04525237,3147.73904038
0.04528237,3144.83161801
0.04531238,3141.87278210
0.04534239,3138.86586895
0.04537240,3135.81425739
0.04540241,3132.72857860
0.04543241,3129.61925943
0.04546242,3126.49611842
0.04549243,3123.37037860
0.04552244,3120.25445018
0.04555245,3117.16005539
0.04558246,3114.09954893
0.04561246,3111.08600790
0.04564247,3108.13237040
0.04567248,3105.24194325
0.04570249,3102.41038357
0.04573250,3099.63242906
0.04576250,3096.89571767
0.04579251,3094.18883256
0.04582252,3091.50506789
0.04585253,3088.83458018
0.04588254,3086.17389215
0.04591255,3083.52187316
0.04594255,3080.88050643
0.04597256,3078.25100057
0.04600257,3075.63653520
0.04603258,3073.04370500
0.04606259,3070.47431093
0.04609260,3067.93176835
0.04612260,3065.41673625
0.04615261,3062.93108825
0.04618262,3060.47525535
0.04621263,3058.04593684
0.04624264,3055.63873608
0.04627264,3053.23910958
0.04630265,3050.83379890
0.04633266,3048.41542947
0.04636267,3045.98171338
0.04639268,3043.53438695
0.04642269,3041.07598721
0.04645269,3038.60440748
0.04648270,3036.11540460
0.04651271,3033.61122169
0.04654272,3031.09163989
0.04657273,3028.55598805
0.04660273,3026.00368583
0.04663274,3023.43641081
0.04666275,3020.85390816
0.04669276,3018.26699312
0.04672277,3015.67315483
0.04675278,3013.08077040
0.04678278,3010.49286256
0.04681279,3007.91234191
0.04684280,3005.33904945
0.04687281,3002.77258842
0.04690282,3000.21212316
0.04693282,2997.66192575
0.04696283,2995.12329617
0.04699284,2992.60050732
0.04702285,2990.10081178
0.04705286,2987.62372164
0.04708287,2985.17047871
0.04711287,2982.73768768
0.04714288,2980.32014443
0.04717289,2977.91898691
0.04720290,2975.53003619
0.04723291,2973.15175046
0.04726291,2970.78567537
0.04729292,2968.42813327
0.04732293,2966.08276531
0.04735294,2963.74238702
0.04738295,2961.40542923
0.04741296,2959.06714265
0.04744296,2956.72424890
0.04747297,2954.37712579
0.04750298,2952.01730744
0.04753299,2949.64172948
0.04756300,2947.24138085
0.04759301,2944.81552344
0.04762301,2942.35851711
0.04765302,2939.86960066
0.04768303,2937.34969143
0.04771304,2934.80608329
0.04774305,2932.24683789
0.04777305,2929.68280476
0.04780306,2927.11357050
0.04783307,2924.53609062
0.04786308,2921.94815790
0.04789309,2919.35230184
0.04792310,2916.75260006
0.04795310,2914.15911002
0.04798311,2911.57985099
0.04801312,2909.01854375
0.04804313,2906.48710974
0.04807314,2903.98877665
0.04810314,2901.51812706
0.04813315,2899.07517605
0.04816316,2896.65584059
0.04819317,2894.26364085
0.04822318,2891.90088866
0.04825319,2889.57778456
0.04828319,2887.29974824
0.04831320,2885.06795121
0.04834321,2882.88014743
0.04837322,2880.73926471
0.04840323,2878.64639472
0.04843323,2876.60577298
0.04846324,2874.61592186
0.04849325,2872.67259756
0.04852326,2870.77390919
0.04855327,2868.91056507
0.04858328,2867.07114518
0.04861328,2865.24367581
0.04864329,2863.42443965
0.04867330,2861.61175785
0.04870331,2859.79849847
0.04873332,2857.98704439
0.04876332,2856.17585901
0.04879333,2854.36713719
0.04882334,2852.55190717
0.04885335,2850.72611195
0.04888336,2848.87928309
0.04891337,2847.00964577
0.04894337,2845.11667794
0.04897338,2843.20630770
0.04900339,2841.27961324
0.04903340,2839.34089640
0.04906341,2837.38705938
0.04909342,2835.41921801
0.04912342,2833.42971386
0.04915343,2831.41275404
0.04918344,2829.36721300
0.04921345,2827.29917741
0.04924346,2825.21695110
0.04927346,2823.12907188
0.04930347,2821.04404945
0.04933348,2818.95779669
0.04936349,2816.86940276
0.04939350,2814.77987303
0.04942351,2812.68937377
0.04945351,2810.59568015
0.04948352,2808.49588353
0.04951353,2806.38796002
0.04954354,2804.27439408
0.04957355,2802.15771224
0.04960355,2800.04041342
0.04963356,2797.92812555
0.04966357,2795.82280386
0.04969358,2793.72582721
0.04972359,2791.63365625
0.04975360,2789.54171151
0.04978360,2787.44468621
0.04981361,2785.34296838
0.04984362,2783.23396471
0.04987363,2781.12055426
0.04990364,2779.00443046
0.04993364,2776.88807048
0.04996365,2774.76873956
0.04999366,2772.64687637
0.05002367,2770.52150954
0.05005368,2768.38541823
0.05008369,2766.23330925
0.05011369,2764.06477362
0.05014370,2761.87365039
0.05017371,2759.65988873
0.05020372,2757.41924675
0.05023373,2755.16017853
0.05026373,2752.89037744
0.05029374,2750.61979456
0.05032375,2748.35589467
0.05035376,2746.10288254
0.05038377,2743.86031739
0.05041378,2741.62798436
0.05044378,2739.40011821
0.05047379,2737.17754614
0.05050380,2734.95731250
0.05053381,2732.73733787
0.05056382,2730.51712151
0.05059383,2728.30564544
0.05062383,2726.11391820
0.05065384,2723.95329268
0.05068385,2721.82709438
0.05071386,2719.73458906
0.05074387,2717.68168895
0.05077387,2715.67019044
0.05080388,2713.70598290
0.05083389,2711.78799007
0.05086390,2709.91400864
0.05089391,2708.07858472
0.05092392,2706.27726237
0.05095392,2704.50231636
0.05098393,2702.74702960
0.05101394,2701.01105496
0.05104395,2699.29584982
0.05107396,2697.60316213
0.05110396,2695.93966548
0.05113397,2694.31264467
0.05116398,2692.73048566
0.05119399,2691.19274062
0.05122400,2689.69575790
0.05125401,2688.23728437
0.05128401,2686.81185042
0.05131402,2685.41195570
0.05134403,2684.02526397
0.05137404,2682.64255842
0.05140405,2681.25825398
0.05143405,2679.87097050
0.05146406,2678.47772647
0.05149407,2677.07807923
0.05152408,2675.66443494
0.05155409,2674.23714651
0.05158410,2672.79434798
0.05161410,2671.34528015
0.05164411,2669.89905136
0.05167412,2668.46275888
0.05170413,2667.04017454
0.05173414,2665.63094325
0.05176414,2664.23174478
0.05179415,2662.83567960
0.05182416,2661.43964695
0.05185417,2660.04187923
0.05188418,2658.63863309
0.05191419,2657.22737996
0.05194419,2655.80313401
0.05197420,2654.36734228
0.05200421,2652.92203272
0.05203422,2651.46731647
0.05206423,2650.00596158
0.05209424,2648.53125057
0.05212424,2647.03505493
0.05215425,2645.50308015
0.05218426,2643.92499713
0.05221427,2642.30042998
0.05224428,2640.63133678
0.05227428,2638.92262342
0.05230429,2637.17936700
0.05233430,2635.40127914
0.05236431,2633.58557403
0.05239432,2631.73859230
0.05242433,2629.87035860
0.05245433,2627.98575726
0.05248434,2626.09885465
0.05251435,2624.21732862
0.05254436,2622.34072483
0.05257437,2620.47130904
0.05260437,2618.60567917
0.05263438,2616.74311909
0.05266439,2614.87672428
0.05269440,2612.99786274
0.05272441,2611.09630224
0.05275442,2609.16974410
0.05278442,2607.21693437
0.05281443,2605.24113438
0.05284444,2603.24759724
0.05287445,2601.23568733
0.05290446,2599.20177447
0.05293446,2597.14170950
0.05296447,2595.05167450
0.05299448,2592.92957699
0.05302449,2590.77038704
0.05305450,2588.57036307
0.05308451,2586.32255017
0.05311451,2584.02520699
0.05314452,2581.68785801
0.05317453,2579.32092303
0.05320454,2576.93387555
0.05323455,2574.53791814
0.05326455,2572.14097285
0.05329456,2569.74429467
0.05332457,2567.35077509
0.05335458,2564.95737097
0.05338459,2562.55835961
0.05341460,2560.15357574
0.05344460,2557.74732463
0.05347461,2555.34423750
0.05350462,2552.94842610
0.05353463,2550.55951004
0.05356464,2548.17622667
0.05359465,2545.79145526
0.05362465,2543.40545044
0.05365466,2541.01515801
0.05368467,2538.62186023
0.05371468,2536.22432785
0.05374469,2533.82332726
0.05377469,2531.41967384
0.05380470,2529.00486748
0.05383471,2526.57129570
0.05386472,2524.11353535
0.05389473,2521.63051471
0.05392474,2519.12304945
0.05395474,2516.58819739
0.05398475,2514.02551085
0.05401476,2511.42833518
0.05404477,2508.79176783
0.05407478,2506.10645629
0.05410478,2503.36599241
0.05413479,2500.57204842
0.05416480,2497.72513072
0.05419481,2494.82750915
0.05422482,2491.88280037
0.05425483,2488.89662868
0.05428483,2485.87184987
0.05431484,2482.81501798
0.05434485,2479.73450283
0.05437486,2476.64733667
0.05440487,2473.57104835
0.05443487,2470.52017958
0.05446488,2467.50498814
0.05449489,2464.52562702
0.05452490,2461.58161452
0.05455491,2458.67294393
0.05458492,2455.80704099
0.05461492,2452.99704386
0.05464493,2450.25117406
0.05467494,2447.57847699
0.05470495,2444.98015575
0.05473496,2442.45432142
0.05476496,2439.99694963
0.05479497,2437.60008272
0.05482498,2435.25329173
0.05485499,2432.95060726
0.05488500,2430.68304351
0.05491501,2428.44360588
0.05494501,2426.22761768
0.05497502,2424.02928338
0.05500503,2421.84450835
0.05503504,2419.67103658
0.05506505,2417.50448989
0.05509506,2415.33977750
0.05512506,2413.17436645
0.05515507,2410.99943811
0.05518508,2408.81325050
0.05521509,2406.61535688
0.05524510,2404.40890954
0.05527510,2402.19913226
0.05530511,2399.99456754
0.05533512,2397.80088028
0.05536513,2395.61551893
0.05539514,2393.43410643
0.05542515,2391.25015533
0.05545515,2389.05917224
0.05548516,2386.85815919
0.05551517,2384.64597592
0.05554518,2382.42212408
0.05557519,2380.19721452
0.05560519,2377.97864847
0.05563520,2375.77797984
0.05566521,2373.60228802
0.05569522,2371.45926474
0.05572523,2369.35353768
0.05575524,2367.29170123
0.05578524,2365.27253706
0.05581525,2363.29394540
0.05584526,2361.35582035
0.05587527,2359.46632612
0.05590528,2357.61807636
0.05593528,2355.80065303
0.05596529,2354.00236533
0.05599530,2352.20950621
0.05602531,2350.41430057
0.05605532,2348.61171796
0.05608533,2346.80346107
0.05611533,2344.98459254
0.05614534,2343.15701324
0.05617535,2341.31846943
0.05620536,2339.47299125
0.05623537,2337.61478015
0.05626537,2335.74616705
0.05629538,2333.87160621
0.05632539,2332.00259926
0.05635540,2330.14816660
0.05638541,2328.31107901
0.05641542,2326.49168797
0.05644542,2324.69376143
0.05647543,2322.91819754
0.05650544,2321.17095906
0.05653545,2319.46182108
0.05656546,2317.79552408
0.05659547,2316.17151070
0.05662547,2314.58374857
0.05665548,2313.02508116
0.05668549,2311.48921548
0.05671550,2309.97223028
0.05674551,2308.46646211
0.05677551,2306.97153050
0.05680552,2305.48198500
0.05683553,2303.99012018
0.05686554,2302.49799456
0.05689555,2301.00237757
0.05692556,2299.50303382
0.05695556,2297.99838125
0.05698557,2296.49355588
0.05701558,2294.98817794
0.05704559,2293.48715160
0.05707560,2291.99448489
0.05710560,2290.51323943
0.05713561,2289.03993825
0.05716562,2287.57659381
0.05719563,2286.11835193
0.05722564,2284.66369700
0.05725565,2283.20915619
0.05728565,2281.75107344
0.05731566,2280.28122268
0.05734567,2278.79600813
0.05737568,2277.29492055
0.05740569,2275.77686046
0.05743569,2274.24387169
0.05746570,2272.70133756
0.05749571,2271.15806636
0.05752572,2269.62302700
0.05755573,2268.09772243
0.05758574,2266.57804879
0.05761574,2265.05948298
0.05764575,2263.54361919
0.05767576,2262.02802555
0.05770577,2260.50861688
0.05773578,2258.98589577
0.05776578,2257.46217877
0.05779579,2255.93733106
0.05782580,2254.41216217
0.05785581,2252.88230621
0.05788582,2251.34304393
0.05791583,2249.78873180
0.05794583,2248.21528401
0.05797584,2246.62593658
0.05800585,2245.02349651
0.05803586,2243.41015993
0.05806587,2241.78616037
0.05809588,2240.14709616
0.05812588,2238.49305824
0.05815589,2236.82982004
0.05818590,2235.16361765
0.05821591,2233.49966138
0.05824592,2231.84065355
0.05827592,2230.18905221
0.05830593,2228.54184283
0.05833594,2226.89323548
0.05836595,2225.24256305
0.05839596,2223.58709173
0.05842597,2221.92708695
0.05845597,2220.26158897
0.05848598,2218.59256535
0.05851599,2216.91870915
0.05854600,2215.23302146
0.05857601,2213.52869040
0.05860601,2211.80727996
0.05863602,2210.07790147
0.05866603,2208.35035993
0.05869604,2206.63540167
0.05872605,2204.93963724
0.05875606,2203.26444226
0.05878606,2201.61126966
0.05881607,2199.97906145
0.05884608,2198.36369687
0.05887609,2196.76402813
0.05890610,2195.17577884
0.05893610,2193.59459840
0.05896611,2192.01866607
0.05899612,2190.44813290
0.05902613,2188.88120551
0.05905614,2187.31852702
0.05908615,2185.75977187
0.05911615,2184.20335790
0.05914616,2182.65030015
0.05917617,2181.10242408
0.05920618,2179.56570515
0.05923619,2178.04534283
0.05926619,2176.54801507
0.05929620,2175.07132204
0.05932621,2173.61236967
0.05935622,2172.16526765
0.05938623,2170.72699085
0.05941624,2169.29028026
0.05944624,2167.85029357
0.05947625,2166.40329325
0.05950626,2164.94983752
0.05953627,2163.49354625
0.05956628,2162.04176719
0.05959629,2160.59174893
0.05962629,2159.13959503
0.05965630,2157.68337349
0.05968631,2156.22033700
0.05971632,2154.75411971
0.05974633,2153.28251994
0.05977633,2151.79690471
0.05980634,2150.29227849
0.05983635,2148.76549790
0.05986636,2147.21570991
0.05989637,2145.64799862
0.05992638,2144.06417515
0.05995638,2142.47006888
0.05998639,2140.86515105
0.06001640,2139.25090958
0.06004641,2137.63094138
0.06007642,2136.00972741
0.06010642,2134.39181182
0.06013643,2132.77584099
0.06016644,2131.16148088
0.06019645,2129.54485298
0.06022646,2127.92620619
0.06025647,2126.30633548
0.06028647,2124.68254752
0.06031648,2123.05435011
0.06034649,2121.41802184
0.06037650,2119.77162445
0.06040651,2118.11420956
0.06043651,2116.44359173
0.06046652,2114.76172042
0.06049653,2113.06995268
0.06052654,2111.37247684
0.06055655,2109.66848879
0.06058656,2107.96478272
0.06061656,2106.26297513
0.06064657,2104.57125239
0.06067658,2102.89013493
0.06070659,2101.21852208
0.06073660,2099.55110594
0.06076660,2097.88575612
0.06079661,2096.21977035
0.06082662,2094.54702173
0.06085663,2092.86343888
0.06088664,2091.16820676
0.06091665,2089.46420790
0.06094665,2087.76589210
0.06097666,2086.08418865
0.06100667,2084.42650061
0.06103668,2082.79591342
0.06106669,2081.19664820
0.06109670,2079.62851949
0.06112670,2078.08267555
0.06115671,2076.55150415
0.06118672,2075.02094743
0.06121673,2073.47764379
0.06124674,2071.90913142
0.06127674,2070.30471904
0.06130675,2068.65196746
0.06133676,2066.93971050
0.06136677,2065.15605607
0.06139678,2063.29687386
0.06142679,2061.36486790
0.06145679,2059.36708603
0.06148680,2057.31200890
0.06151681,2055.21478934
0.06154682,2053.09012097
0.06157683,2050.95157647
0.06160683,2048.80897849
0.06163684,2046.66615919
0.06166685,2044.52619007
0.06169686,2042.39286912
0.06172687,2040.27007667
0.06175688,2038.16706295
0.06178688,2036.09226343
0.06181689,2034.05229006
0.06184690,2032.05164305
0.06187691,2030.08886270
0.06190692,2028.16177047
0.06193692,2026.26356438
0.06196693,2024.38999517
0.06199694,2022.53368465
0.06202695,2020.68856631
0.06205696,2018.84846634
0.06208697,2017.00632062
0.06211697,2015.15775550
0.06214698,2013.30206079
0.06217699,2011.44573419
0.06220700,2009.59833596
0.06223701,2007.76190857
0.06226701,2005.93957629
0.06229702,2004.13085478
0.06232703,2002.33494136
0.06235704,2000.55592316
0.06238705,1998.79901507
0.06241706,1997.07436798
0.06244706,1995.38976695
0.06247707,1993.74731790
0.06250708,1992.14685625
0.06253709,1990.58889007
0.06256710,1989.06601460
0.06259711,1987.57246511
0.06262711,1986.09926066
0.06265712,1984.64163401
0.06268713,1983.19804687
0.06271714,1981.76887426
0.06274715,1980.35582702
0.06277715,1978.95736324
0.06280716,1977.56905308
0.06283717,1976.18933298
0.06286718,1974.81251934
0.06289719,1973.44225695
0.06292720,1972.07376680
0.06295720,1970.70965134
0.06298721,1969.34727153
0.06301722,1967.98383327
0.06304723,1966.61261544
0.06307724,1965.23214438
0.06310724,1963.84677954
0.06313725,1962.46068482
0.06316726,1961.08838765
0.06319727,1959.73902559
0.06322728,1958.42408340
0.06325729,1957.15611480
0.06328729,1955.94191965
0.06331730,1954.77568377
0.06334731,1953.65204518
0.06337732,1952.56479678
0.06340733,1951.50668759
0.06343733,1950.47201893
0.06346734,1949.45816551
0.06349735,1948.46346480
0.06352736,1947.48916908
0.06355737,1946.52814143
0.06358738,1945.57239873
0.06361738,1944.61778208
0.06364739,1943.65714513
0.06367740,1942.68824910
0.06370741,1941.70795425
0.06373742,1940.71710110
0.06376742,1939.71295761
0.06379743,1938.69946145
0.06382744,1937.67636995
0.06385745,1936.64696596
0.06388746,1935.60972537
0.06391747,1934.56339301
0.06394747,1933.50651739
0.06397748,1932.44008441
0.06400749,1931.36264994
0.06403750,1930.28185140
0.06406751,1929.20381199
0.06409752,1928.13166511
0.06412752,1927.06602522
0.06415753,1926.00651737
0.06418754,1924.95522976
0.06421755,1923.90998160
0.06424756,1922.86847307
0.06427756,1921.82435618
0.06430757,1920.77344154
0.06433758,1919.70485722
0.06436759,1918.61492991
0.06439760,1917.49993809
0.06442761,1916.35955577
0.06445761,1915.19607252
0.06448762,1914.01034925
