tau,c_fx_fx,c_fx_fy,c_fy_fy
0.00133650,-371434986.41727942,-22763413.14338235,-353092453.19852942
0.00133800,-371286420.60661763,-23490852.62867647,-352989743.80514705
0.00133950,-371137206.61764705,-24217060.29411765,-352889066.26838237
0.00134100,-370986831.98529410,-24941987.31617647,-352792969.66911763
0.00134250,-370834793.12500000,-25665714.39338235,-352697647.97794116
0.00134400,-370680877.94117647,-26389119.44852941,-352606701.34191179
0.00134550,-370524043.01470590,-27110021.83823529,-352515916.54411763
0.00134700,-370364289.88970590,-27829167.90441176,-352428879.20955884
0.00134850,-370204654.77941179,-28546186.96691176,-352342547.92279410
0.00135000,-370041410.47794116,-29261605.66176471,-352257316.36029410
0.00135150,-369876211.02941179,-29974103.18014706,-352173378.49264705
0.00135300,-369708511.02941179,-30683499.20955882,-352091410.29411763
0.00135450,-369539687.62867647,-31391214.57720588,-352009766.72794116
0.00135600,-369365835.64338237,-32095612.11397059,-351927730.14705884
0.00135750,-369191080.14705884,-32796717.09558824,-351846145.07352942
0.00135900,-369013036.61764705,-33495176.28676471,-351764401.70955884
0.00136050,-368833045.00000000,-34189379.59558824,-351683397.33455884
0.00136200,-368649741.36029410,-34880493.56617647,-351602046.83823532
0.00136350,-368462464.52205884,-35566818.97977941,-351518425.50367647
0.00136500,-368273618.65808821,-36250507.22426470,-351434904.59375000
0.00136650,-368081173.52941179,-36929580.84191176,-351350610.88235295
0.00136800,-367886890.25735295,-37604159.39338236,-351265541.52573532
0.00136950,-367688617.09558821,-38274728.23161764,-351178767.11397058
0.00137100,-367487406.82481623,-38939431.00183824,-351090668.45588237
0.00137250,-367283402.94117647,-39599854.65073530,-351000995.16544116
0.00137400,-367076699.44852942,-40256341.32352941,-350909250.00000000
0.00137550,-366865423.34558821,-40906581.72812500,-350815788.60294116
0.00137700,-366654066.67279410,-41552371.36029412,-350721179.41176468
0.00137850,-366437413.84191179,-42192880.14705882,-350623222.79411763
0.00138000,-366218427.88602942,-42826479.72426470,-350524105.12867647
0.00138150,-365996571.87500000,-43454657.31617647,-350422874.17279410
0.00138300,-365771225.55147058,-44077494.85294118,-350318219.66911763
0.00138450,-365543370.03676468,-44694590.38602941,-350212166.91176468
0.00138600,-365311856.61764705,-45305181.58088236,-350104667.09558821
0.00138750,-365079029.22794116,-45908789.22794118,-349994206.61764705
0.00138900,-364843062.13235295,-46506721.04779412,-349881577.94117647
0.00139050,-364604715.27573532,-47097808.08823530,-349766974.26470590
0.00139200,-364362472.79411763,-47680615.44117647,-349649116.74632353
0.00139350,-364118760.84558821,-48258078.41911764,-349528716.36029410
0.00139500,-363872776.47058821,-48828975.55147059,-349407125.25735295
0.00139650,-363623071.15808821,-49391716.17647059,-349282226.47058821
0.00139800,-363371917.09558821,-49947139.63235294,-349156700.55147058
0.00139950,-363118760.31250000,-50495614.52205882,-349027785.47794116
0.00140100,-362863644.26470590,-51036509.00735294,-348897114.88970590
0.00140250,-362605054.59558821,-51569355.69852941,-348764701.34191179
0.00140400,-362346487.38970590,-52094479.65073530,-348629815.90073532
0.00140550,-362085318.45588237,-52611395.58823530,-348494738.45588237
0.00140700,-361822508.82352942,-53120550.47794118,-348355975.11029410
0.00140850,-361557742.27941179,-53622596.08455882,-348216201.01102942
0.00141000,-361291873.71323532,-54114782.09558824,-348075414.28308821
0.00141150,-361024275.55147058,-54599022.07720588,-347933254.96323532
0.00141300,-360755366.39705884,-55075718.98897059,-347788572.00735295
0.00141450,-360484911.21323532,-55542930.36764706,-347643871.23161763
0.00141600,-360215029.77941179,-56002013.78676470,-347497757.53676468
0.00141750,-359943198.34558821,-56452015.77205882,-347350035.66176468
0.00141900,-359669615.44117647,-56893077.15073530,-347202629.04411763
0.00142050,-359396984.55882353,-57325310.60661764,-347053305.88235295
0.00142200,-359122928.12500000,-57749109.01102941,-346905684.65073532
0.00142350,-358847925.18382353,-58163281.94852941,-346755143.86029410
0.00142500,-358573763.05147058,-58568671.15808824,-346606195.40441179
0.00142650,-358298115.80882353,-58965814.70588236,-346455249.20955884
0.00142800,-358022760.11029410,-59352083.45588236,-346306293.56617647
0.00142950,-357747575.66176468,-59729889.88970588,-346157111.58088237
0.00143100,-357472329.41176468,-60098902.04044118,-346007557.27941179
0.00143250,-357197237.68382353,-60457567.73897059,-345858899.63235295
0.00143400,-356920562.57352942,-60806696.12132353,-345710961.30514705
0.00143550,-356646049.08088237,-61147163.76838236,-345563752.75735295
0.00143700,-356370661.43382353,-61478162.86764706,-345417699.63235295
0.00143850,-356096293.49264705,-61800331.98529412,-345272065.93750000
0.00144000,-355821704.61397058,-62112025.11029412,-345128506.80147058
0.00144150,-355548364.94485295,-62414285.11029412,-344985742.64705884
0.00144300,-355275696.32352942,-62706857.90441176,-344845942.64705884
0.00144450,-355002704.77941179,-62990771.83823530,-344706986.02941179
0.00144600,-354732128.67647058,-63264214.52205882,-344570158.29044116
0.00144750,-354459949.63235295,-63529313.23529412,-344435895.03676468
0.00144900,-354190346.50735295,-63784192.77573530,-344304201.65441179
0.00145050,-353921773.71323532,-64029976.93014706,-344174299.72426468
0.00145200,-353652922.57536763,-64266093.74448530,-344047394.09926468
0.00145350,-353385826.28676468,-64493227.57352941,-343923606.34191179
0.00145500,-353119772.42647058,-64711183.69485294,-343802262.44485295
0.00145650,-352854116.74632353,-64919165.14705882,-343684565.80882353
0.00145800,-352589603.43750000,-65118869.84375000,-343570859.24632353
0.00145950,-352326952.20588237,-65308886.26838236,-343459709.20955884
0.00146100,-352065098.06985295,-65490215.07352941,-343353564.15441179
0.00146250,-351804370.77205884,-65661255.91911764,-343250325.36764705
0.00146400,-351544774.11764705,-65825141.58088236,-343151783.82352942
0.00146550,-351285543.69485295,-65979389.17279412,-343057419.85294116
0.00146700,-351028906.59926468,-66125430.69852941,-342967387.09558821
0.00146850,-350771644.26470590,-66261343.01470588,-342882554.88970590
0.00147000,-350516797.42647058,-66389259.19117647,-342801301.47058821
0.00147150,-350263413.23529410,-66509435.11029412,-342725983.63970590
0.00147300,-350011586.94852942,-66620558.34558824,-342655866.67279410
0.00147450,-349758716.72794116,-66723742.16911764,-342591703.29044116
0.00147600,-349508857.04044116,-66818754.39338236,-342531306.54411763
0.00147750,-349259359.37500000,-66905997.81250000,-342478125.49632353
0.00147900,-349011839.52205884,-66985137.84191176,-342428706.67279410
0.00148050,-348765891.26838237,-67055576.21139706,-342386385.18382353
0.00148200,-348520664.70588237,-67119809.31985295,-342350798.84007353
0.00148350,-348276710.25735295,-67175900.73529412,-342320363.82352942
0.00148500,-348034349.08088237,-67225143.67647059,-342297126.70955884
0.00148650,-347792581.19485295,-67265847.05882353,-342279237.50000000
0.00148800,-347551589.57720590,-67299872.73897059,-342268155.88235295
0.00148950,-347312558.27022058,-67327153.65257353,-342264813.23529410
0.00149100,-347073935.11029410,-67347439.09926471,-342267490.97426468
0.00149250,-346837454.22794116,-67361237.86764705,-342276237.86764705
0.00149400,-346601115.07352942,-67368005.44117647,-342293636.45220590
0.00149550,-346366440.80882353,-67369574.24632353,-342316401.83823532
0.00149700,-346132385.05514705,-67363531.98529412,-342347751.56250000
0.00149850,-345898507.16911763,-67352095.22058824,-342384612.27941179
0.00150000,-345667651.26838237,-67335077.38970588,-342429725.18382353
0.00150150,-345436068.58455884,-67311100.00000000,-342482160.11029410
0.00150300,-345204668.34558821,-67281686.80147059,-342541728.01470590
0.00150450,-344976116.25000000,-67248229.77941176,-342608892.46323532
0.00150600,-344748225.73529410,-67208490.62500000,-342682980.14705884
0.00150750,-344520206.66231614,-67163103.49264705,-342765697.64705884
0.00150900,-344292309.50367647,-67113625.18382353,-342854179.09926468
0.00151050,-344065900.86397058,-67058071.66176470,-342950846.15808821
0.00151200,-343839772.05882353,-66997698.89705882,-343054638.23529410
0.00151350,-343614586.12132353,-66933558.63970588,-343166201.89687496
0.00151500,-343389548.43750000,-66864757.86764706,-343283838.78676468
0.00151650,-343164668.38235295,-66791671.07904412,-343410472.79411763
0.00151800,-342939904.59558821,-66714009.00735294,-343542949.26470590
0.00151950,-342716569.48529410,-66631755.84558824,-343682699.19117647
0.00152100,-342491732.61029410,-66547073.89705882,-343830423.34558821
0.00152250,-342268303.06985295,-66456904.04411764,-343984068.01470590
0.00152400,-342043813.05147058,-66363674.39338236,-344143633.82352942
0.00152550,-341819363.41911763,-66266353.19117647,-344311076.65441179
0.00152700,-341596717.46323532,-66165901.72794118,-344484292.62867647
0.00152850,-341373073.52941179,-66063330.90073530,-344664194.30147058
0.00153000,-341147661.21323532,-65955314.09926470,-344849768.56066179
0.00153150,-340923539.26470590,-65844640.23897059,-345042104.41176468
0.00153300,-340698006.61764705,-65731320.95588236,-345239192.09558821
0.00153450,-340471398.60294116,-65614366.67959558,-345442417.64705884
0.00153600,-340246281.61764705,-65495376.93014706,-345651261.94852942
0.00153750,-340018764.35661763,-65372610.20220588,-345864678.12500000
0.00153900,-339790672.02205884,-65247002.79411764,-346082914.52205884
0.00154050,-339560325.66176468,-65119424.56066176,-346305627.57352942
0.00154200,-339331129.55882353,-64988423.89705882,-346533744.83455884
0.00154350,-339100888.54779410,-64855487.68382353,-346765343.93382353
0.00154500,-338868072.97794116,-64720119.17279412,-346999711.25000000
0.00154650,-338633960.47794116,-64581316.30514706,-347237901.32352942
0.00154800,-338399602.56617647,-64441453.67647059,-347480910.58455884
0.00154950,-338163360.90073532,-64298758.82352941,-347725187.10845590
0.00155100,-337924875.56985295,-64153699.46691176,-347972367.86764705
0.00155250,-337685498.71323532,-64006638.97058824,-348223121.87500000
0.00155400,-337443677.78125000,-63857693.73161764,-348474185.07352942
0.00155550,-337200666.36029410,-63706677.20588236,-348727288.35845590
0.00155700,-336954809.57720590,-63553518.34558824,-348981504.04411763
0.00155850,-336707822.16911763,-63398486.58088236,-349238071.67279410
0.00156000,-336458844.95588237,-63242036.21323530,-349493308.36397058
0.00156150,-336206450.36764705,-63083406.13970588,-349750589.61397058
0.00156300,-335952759.19117647,-62923965.25735294,-350007769.11764705
0.00156450,-335696082.46323532,-62763168.11580882,-350263832.35294116
0.00156600,-335437142.38970590,-62600318.19852941,-350519053.50919116
0.00156750,-335175724.44852942,-62436254.04411764,-350774689.15441179
0.00156900,-334911987.84926468,-62270962.59191176,-351026915.64338237
0.00157050,-334645588.43750000,-62104291.91176470,-351278439.70588237
0.00157200,-334375616.91176468,-61936784.77941176,-351527972.42647058
0.00157350,-334103605.27573532,-61767756.05698530,-351775465.62500000
0.00157500,-333829072.05882353,-61598524.87132353,-352019082.50000000
0.00157650,-333551975.27573532,-61428820.49632353,-352260260.23897058
0.00157800,-333270725.69852942,-61258089.88970588,-352499054.17279410
0.00157950,-332987357.72058821,-61085982.12444853,-352733807.07720590
0.00158100,-332699834.96323532,-60915137.86764706,-352963531.43382353
0.00158250,-332410770.58823532,-60742863.05147059,-353189896.32352942
0.00158400,-332119656.98529410,-60569730.31250000,-353411810.86397058
0.00158550,-331822598.41727942,-60397798.30882353,-353629153.12500000
0.00158700,-331524640.07352942,-60225567.29779412,-353841450.55147058
0.00158850,-331222730.71691179,-60052831.08455882,-354048234.00735295
0.00159000,-330918100.18382353,-59880321.69117647,-354249032.53676468
0.00159150,-330610955.14705884,-59707455.64338236,-354445396.67279410
0.00159300,-330299178.86029410,-59535977.18750000,-354633658.08823532
0.00159450,-329986392.64705884,-59364754.77941176,-354816547.05882353
0.00159600,-329669704.96323532,-59194138.52941176,-354993615.49632353
0.00159750,-329350562.31617647,-59023969.30147059,-355163687.29779410
0.00159900,-329028568.38235295,-58854323.34558824,-355327415.25735295
0.00160050,-328704297.97794116,-58686872.51838236,-355482648.58455884
0.00160200,-328376393.25367647,-58517923.34558824,-355632291.17647058
0.00160350,-328045855.47794116,-58351366.72794118,-355773634.72426468
0.00160500,-327713703.18014705,-58185310.84558824,-355908633.45588237
0.00160650,-327378589.84007353,-58020904.77941176,-356034968.84191179
0.00160800,-327040822.48161763,-57856917.46323530,-356153930.69852942
0.00160950,-326700928.67647058,-57694177.38970588,-356265027.94117647
0.00161100,-326360352.02205884,-57532488.97058824,-356368985.29411763
0.00161250,-326016720.93750000,-57372852.20588236,-356463028.51102942
0.00161400,-325671748.34558821,-57212783.27205882,-356551604.96323532
0.00161550,-325323942.26102942,-57055465.44117647,-356629660.47794116
0.00161700,-324975009.74264705,-56897961.76470588,-356702516.04779410
0.00161850,-324624953.21691179,-56742632.59191176,-356763858.82352942
0.00162000,-324273432.90441179,-56587876.83823530,-356819010.40441179
0.00162150,-323921370.12867647,-56434447.79411764,-356865953.12500000
0.00162300,-323567678.18014705,-56281074.06250000,-356904793.69485295
0.00162450,-323213900.77205884,-56129987.81250000,-356934436.37867647
0.00162600,-322858724.74264705,-55979696.26838236,-356957519.66911763
0.00162750,-322503311.02941179,-55830616.17647059,-356970890.47794116
0.00162900,-322147325.55147058,-55681679.96323530,-356976324.48529410
0.00163050,-321791620.45955884,-55533206.70955882,-356974522.79411763
0.00163200,-321435568.34558821,-55386528.65808824,-356963739.70588237
0.00163350,-321079845.40441179,-55239003.59742647,-356944761.94852942
0.00163500,-320724589.70588237,-55092326.89338236,-356919469.77941179
0.00163650,-320370483.36397058,-54946214.61397059,-356885920.95588237
0.00163800,-320016104.41176468,-54800682.72058824,-356844053.12500000
0.00163950,-319663743.56617647,-54654971.87500000,-356795735.27573532
0.00164100,-319312088.23529410,-54507868.19852941,-356737715.62500000
0.00164250,-318961063.38235295,-54360929.96323530,-356674304.72426468
0.00164400,-318611992.75735295,-54215139.15441176,-356603076.28308821
0.00164550,-318264659.81617647,-54067258.47426470,-356524297.24264705
0.00164700,-317919118.10661763,-53918999.63235294,-356438518.40073532
0.00164850,-317575457.53676468,-53771125.77205882,-356346053.67647058
0.00165000,-317233927.94117647,-53621764.66911764,-356246810.51470590
0.00165150,-316894660.84558821,-53470497.62867647,-356140857.79411763
0.00165300,-316557603.73161763,-53318251.02941176,-356028248.93382353
0.00165450,-316223795.23897058,-53164997.15073530,-355909401.10294116
0.00165600,-315891295.77205884,-53010655.36764706,-355784246.50735295
0.00165750,-315563664.15441179,-52852664.15441176,-355652334.19117647
0.00165900,-315238049.79779410,-52694658.45588236,-355515711.58088237
0.00166050,-314914143.32720590,-52534140.25735294,-355371980.33088237
0.00166200,-314595663.19852942,-52370755.75367647,-355223233.08823532
0.00166350,-314279560.84558821,-52206539.63235294,-355068821.50735295
0.00166500,-313967052.94117647,-52039237.02205882,-354908725.00000000
0.00166650,-313658233.10661763,-51869525.00000000,-354742643.90625000
0.00166800,-313352357.72058821,-51696769.85294118,-354572477.88602942
0.00166950,-313049989.33823532,-51521406.96691176,-354397945.40441179
0.00167100,-312753093.75000000,-51344242.97794118,-354216950.91911763
0.00167250,-312458063.05147058,-51162979.59558824,-354032168.01470590
0.00167400,-312167914.81617647,-50980216.91176470,-353843064.15441179
0.00167550,-311881170.03676468,-50792433.27205882,-353648330.81801468
0.00167700,-311599076.06617647,-50604125.55147059,-353450471.13970590
0.00167850,-311320689.33823532,-50410035.49632353,-353248094.92647058
0.00168000,-311046495.55147058,-50214583.12500000,-353041512.68382353
0.00168150,-310775847.51838237,-50015616.97058824,-352830555.93750000
0.00168300,-310510042.61029410,-49813930.36764706,-352616443.27205884
0.00168450,-310248056.15808821,-49607326.45220588,-352399332.90073532
0.00168600,-309989949.26470590,-49399155.47058824,-352178045.58823532
0.00168750,-309735992.29779410,-49187417.27941176,-351953468.19852942
0.00168900,-309486788.23529410,-48972344.68750000,-351725582.88602942
0.00169050,-309241022.42647058,-48754767.20588236,-351494178.84191179
0.00169200,-308999928.86029410,-48534957.13235294,-351260292.37132353
0.00169350,-308762565.03676468,-48310591.01102941,-351023270.22058821
0.00169500,-308528572.26102942,-48083284.37500000,-350783371.54411763
0.00169650,-308299494.87132353,-47855007.75735294,-350541293.75000000
0.00169800,-308074013.16544116,-47622869.44852941,-350296084.19117647
0.00169950,-307852116.74632353,-47388779.41176470,-350048788.69485295
0.00170100,-307635298.34558821,-47151900.18382353,-349799023.89705884
0.00170250,-307421250.73529410,-46913240.95588236,-349547485.84558821
0.00170400,-307211004.96323532,-46672402.94117647,-349292459.08088237
0.00170550,-307004581.94852942,-46429093.34558824,-349036975.66176468
0.00170700,-306802443.56617647,-46184690.07352941,-348779516.72794116
0.00170850,-306603240.68014705,-45937087.68382353,-348518809.92647058
0.00171000,-306407817.51838237,-45690162.50000000,-348257878.27205884
0.00171150,-306214757.16911763,-45440393.75000000,-347994752.61029410
0.00171300,-306024994.30147058,-45189638.26838236,-347729096.17647058
0.00171450,-305839626.28676468,-44939515.44117647,-347463554.79779410
0.00171600,-305657451.10294116,-44687133.18014706,-347196127.11397058
0.00171750,-305478198.03308821,-44434946.48897059,-346927156.34191179
0.00171900,-305301023.03308821,-44182110.84558824,-346657166.17647058
0.00172050,-305127847.84926468,-43929600.03676470,-346386948.89705884
0.00172200,-304956360.84558821,-43676742.95955882,-346114209.43014705
0.00172350,-304788437.13235295,-43424820.95588236,-345841651.83823532
0.00172500,-304622784.17279410,-43172549.15441176,-345567322.90441179
0.00172650,-304459724.76102942,-42921521.15808824,-345293811.67279410
0.00172800,-304299058.08823532,-42672317.79411764,-345017397.02205884
0.00172950,-304140080.09191179,-42423740.07352941,-344742237.31617647
0.00173100,-303983016.72794116,-42176406.48897059,-344465607.35294116
0.00173250,-303829706.61764705,-41930767.37132353,-344188087.68382353
0.00173400,-303676606.43382353,-41687143.38235294,-343911371.34191179
0.00173550,-303526209.00735295,-41445408.60294118,-343634096.50735295
0.00173700,-303377330.05514705,-41206027.86948530,-343355210.29411763
0.00173850,-303230556.61764705,-40970377.77573530,-343077087.31617647
0.00174000,-303083565.11764705,-40737239.79779412,-342798712.86764705
0.00174150,-302939584.82904410,-40505775.00000000,-342519593.36580884
0.00174300,-302796606.93014705,-40278586.76470588,-342240517.11397058
0.00174450,-302654342.15073532,-40054230.44117647,-341961688.41911763
0.00174600,-302513169.11764705,-39833659.19117647,-341683398.38658088
0.00174750,-302373371.61764705,-39616417.46323530,-341402931.98529410
0.00174900,-302234264.70588237,-39403557.90441176,-341124518.56617647
0.00175050,-302095312.47058821,-39195075.91911764,-340845441.54411763
0.00175200,-301957900.91911763,-38991125.36764706,-340566446.69117647
0.00175350,-301820899.63235295,-38790280.51470588,-340287830.88235295
0.00175500,-301684101.23161763,-38594756.32352941,-340009411.02941179
0.00175650,-301548065.80882353,-38405128.30882353,-339730678.38235295
0.00175800,-301411927.74080884,-38218894.85294118,-339452827.57352942
0.00175950,-301275951.28676468,-38038054.22794118,-339174653.03308821
0.00176100,-301140354.04411763,-37862610.10110294,-338896850.55147058
0.00176250,-301004174.81617647,-37692121.91176470,-338618794.85294116
0.00176400,-300869095.77205884,-37527798.06985294,-338342063.87867647
0.00176550,-300733365.80882353,-37368279.85294118,-338064631.15808821
0.00176700,-300597389.87132353,-37214542.27941176,-337787510.11029410
0.00176850,-300461097.05882353,-37066109.19117647,-337511478.27205884
0.00177000,-300324703.06985295,-36923892.09558824,-337234344.85294116
0.00177150,-300188010.99264705,-36787012.68382353,-336958460.47794116
0.00177300,-300051874.26470590,-36656225.55147059,-336682013.75000000
0.00177450,-299913795.95588237,-36532032.26102941,-336406003.10661763
0.00177600,-299776372.81250000,-36412393.40073530,-336130416.93014705
0.00177750,-299639539.88970590,-36299911.59926470,-335854512.09558821
0.00177900,-299501487.81250000,-36192833.29044118,-335579755.51470590
0.00178050,-299362185.45955884,-36091615.47794118,-335305013.19852942
0.00178200,-299222811.34191179,-35996472.95955882,-335028362.95955884
0.00178350,-299083319.88970590,-35907921.48897059,-334754271.50735295
0.00178500,-298943638.41911763,-35824272.64705882,-334479188.60294116
0.00178650,-298803512.13235295,-35747302.20588236,-334204708.27205884
0.00178800,-298663788.05147058,-35676041.91176470,-333929465.07352942
0.00178950,-298523137.13235295,-35610892.09558824,-333653771.48897058
0.00179100,-298382729.96323532,-35551054.65073530,-333379283.82352942
0.00179250,-298241923.97058821,-35495878.67647059,-333104246.36029410
0.00179400,-298100475.87996328,-35447669.85294118,-332828680.29411763
0.00179550,-297959015.80882353,-35404790.01838236,-332552291.91176468
0.00179700,-297818803.30882353,-35368457.36397059,-332277128.12500000
0.00179850,-297678187.79411763,-35336284.90808824,-332001823.69485295
0.00180000,-297536558.95220590,-35309305.51470588,-331724029.54044116
0.00180150,-297395251.89338237,-35288397.90073530,-331448141.94852942
0.00180300,-297256237.75735295,-35271684.79779412,-331171177.89338237
0.00180450,-297115745.22058821,-35260494.11764706,-330893320.22058821
0.00180600,-296976714.15441179,-35254025.55147059,-330615652.20588237
0.00180750,-296837595.22058821,-35252064.33823530,-330336658.27205884
0.00180900,-296698918.56617647,-35254670.88235294,-330058061.76470590
0.00181050,-296560227.38970590,-35262475.55147059,-329778392.86764705
0.00181200,-296424462.07720590,-35273389.70588236,-329497382.77573532
0.00181350,-296288926.10294116,-35289971.13970588,-329215651.48897058
0.00181500,-296153798.89705884,-35309425.91911764,-328934010.38602942
0.00181650,-296018920.62500000,-35332410.97426470,-328650339.48529410
0.00181800,-295885712.22426468,-35359634.76470588,-328367150.00000000
0.00181950,-295753846.50735295,-35390593.47426470,-328081390.58823532
0.00182100,-295622478.67647058,-35424387.90441176,-327795737.62867647
0.00182250,-295493135.66176468,-35461579.61397059,-327508589.52205884
0.00182400,-295365115.49632353,-35502372.97794118,-327219971.39705884
0.00182550,-295238591.72794116,-35545099.08088236,-326930408.27205884
0.00182700,-295112374.96323532,-35590831.98529412,-326639130.88235295
0.00182850,-294987839.24632353,-35639099.83455882,-326346633.63970590
0.00183000,-294865585.90073532,-35689511.21323530,-326052624.06250000
0.00183150,-294744757.20220590,-35742100.91911764,-325757786.21323532
0.00183300,-294624287.51838237,-35796129.77941176,-325460845.22058821
0.00183450,-294506315.80882353,-35852169.02573530,-325161635.66176468
0.00183600,-294389882.42647058,-35909658.98897059,-324860840.07352942
0.00183750,-294274718.87867647,-35968772.40808824,-324558048.38786763
0.00183900,-294160975.18382353,-36029044.85294118,-324253273.60294116
0.00184050,-294048435.22058821,-36090071.63602941,-323945505.16544116
0.00184200,-293938134.19117647,-36151635.79044118,-323636858.45588237
0.00184350,-293828867.37132353,-36213343.08823530,-323324010.47794116
0.00184500,-293720793.01470590,-36276575.55147059,-323010470.73529410
0.00184650,-293614009.92647058,-36339341.40992647,-322692971.19485295
0.00184800,-293508008.19852942,-36401555.69852941,-322372985.47794116
0.00184950,-293404073.34558821,-36463807.40808824,-322050788.84191179
0.00185100,-293301673.71323532,-36525471.32352941,-321725460.66176468
0.00185250,-293198396.41544116,-36586313.05147059,-321397425.18382353
0.00185400,-293098305.11029410,-36646086.02941176,-321066175.00000000
0.00185550,-292998220.53308821,-36704967.27941176,-320730252.02205884
0.00185700,-292898541.91176468,-36762291.81985294,-320391499.44852942
0.00185850,-292800039.63235295,-36817918.38235294,-320048969.85294116
0.00186000,-292701572.24264705,-36871860.16544118,-319702809.08088237
0.00186150,-292604568.01470590,-36923311.76470588,-319353073.38235295
0.00186300,-292507427.20588237,-36972987.86764706,-318999504.92647058
0.00186450,-292411179.68750000,-37019456.38235294,-318642152.48161763
0.00186600,-292313925.53308821,-37064217.92279412,-318279968.82352942
0.00186750,-292217977.05882353,-37105773.98897059,-317913536.91176468
0.00186900,-292122124.44852942,-37143615.62500000,-317542723.75000000
0.00187050,-292025586.94852942,-37178203.60294118,-317166612.68382353
0.00187200,-291928888.63970590,-37209456.69117647,-316787006.67279410
0.00187350,-291832346.52573532,-37237168.84191176,-316402119.28308821
0.00187500,-291734389.41176468,-37259945.44117647,-316012952.44485295
0.00187650,-291636584.00735295,-37279479.02573530,-315618736.34191179
0.00187800,-291538434.49264705,-37293725.73529412,-315218695.77205884
0.00187950,-291439023.71323532,-37303612.27941176,-314814202.57352942
0.00188100,-291339292.51838237,-37308375.01838236,-314403666.17647058
0.00188250,-291238398.71323532,-37308266.91176470,-313988901.83823532
0.00188400,-291137475.71691179,-37302021.56250000,-313568352.90441179
0.00188550,-291034503.56617647,-37291364.33823530,-313143777.57352942
0.00188700,-290931326.28676468,-37274057.09558824,-312712739.08088237
0.00188850,-290826088.51102942,-37251243.21691176,-312276509.63235295
0.00189000,-290720302.02205884,-37221174.09926470,-311834511.89338237
0.00189150,-290612798.19852942,-37185614.74264706,-311388393.21691179
0.00189300,-290503589.52205884,-37143385.64338236,-310936624.46323532
0.00189450,-290394482.72058821,-37093584.68933824,-310478891.15808821
0.00189600,-290283179.41176468,-37037440.58823530,-310016085.40441179
0.00189750,-290170204.96323532,-36974467.84926470,-309547961.76470590
0.00189900,-290055630.20220590,-36903345.40441176,-309075154.77941179
0.00190050,-289939892.42647058,-36824845.58823530,-308597544.22794116
0.00190200,-289823362.13235295,-36738798.16176470,-308113872.05882353
0.00190350,-289704806.36029410,-36645209.06250000,-307626645.40441179
0.00190500,-289584147.31617647,-36543083.18933824,-307133727.38970590
0.00190650,-289462402.40808821,-36432289.70588236,-306635536.10294116
0.00190800,-289338743.82352942,-36312863.38235294,-306134809.61397058
0.00190950,-289214194.30147058,-36186073.16176470,-305628752.35294116
0.00191100,-289087602.05882353,-36049301.40441176,-305118600.12867647
0.00191250,-288959036.02941179,-35905067.27941176,-304604358.06985295
0.00191400,-288829387.50000000,-35751217.85294118,-304085549.81617647
0.00191550,-288698551.83823532,-35588999.81617647,-303563850.34926468
0.00191700,-288565647.51838237,-35416567.65625000,-303039462.31617647
0.00191850,-288432027.61029410,-35236101.91176470,-302510272.25000000
0.00192000,-288295693.56617647,-35044467.09558824,-301979441.36029410
0.00192150,-288158540.40441179,-34844435.91911764,-301445130.60661763
0.00192300,-288019404.31985295,-34634151.02941176,-300909110.11029410
0.00192450,-287879831.32352942,-34414532.90441176,-300369753.80514705
0.00192600,-287737741.91176468,-34184851.28676470,-299828448.89705884
0.00192750,-287595352.95955884,-33945622.31617647,-299285980.88235295
0.00192900,-287451568.01470590,-33696618.91544118,-298741764.77941179
0.00193050,-287306729.22794116,-33437365.14705882,-298196949.09926468
0.00193200,-287159696.50735295,-33169188.38235294,-297651142.33455884
0.00193350,-287011271.32352942,-32889638.56617647,-297103888.78676468
0.00193500,-286862000.45955884,-32600409.37500000,-296557233.08823532
0.00193650,-286712174.13602942,-32301284.96323529,-296009424.81617647
0.00193800,-286561431.43382353,-31992419.98161765,-295462984.87500000
0.00193950,-286408276.34191179,-31673320.12867647,-294916209.63235295
0.00194100,-286255763.69485295,-31344194.79779412,-294370152.79227942
0.00194250,-286100251.15808821,-31005234.19117647,-293825789.47426468
0.00194400,-285944768.01470590,-30655560.29411765,-293282557.35294116
0.00194550,-285790013.60294116,-30297918.56617647,-292741084.94485295
0.00194700,-285632208.55698532,-29928763.65808824,-292201092.72058821
0.00194850,-285475137.37132353,-29550115.25735294,-291662888.97058821
0.00195000,-285316431.36029410,-29162536.02573529,-291128126.74632353
0.00195150,-285157279.04411763,-28764306.43382353,-290595884.00735295
0.00195300,-284997767.27941179,-28357667.62867647,-290066211.58088237
0.00195450,-284837508.08823532,-27941097.42647059,-289540250.07352942
0.00195600,-284676167.46323532,-27515629.30147059,-289017600.71691179
0.00195750,-284514156.30514705,-27081169.85294118,-288498255.33088237
0.00195900,-284352998.28860295,-26637296.69117647,-287982772.07720590
0.00196050,-284189310.11029410,-26185467.09558824,-287471373.71323532
0.00196200,-284025379.77941179,-25724622.24264706,-286963608.08823532
0.00196350,-283862057.72058821,-25255669.37426471,-286461293.93382353
0.00196500,-283698774.54044116,-24778513.97058824,-285963337.31617647
0.00196650,-283533722.24264705,-24292441.36029412,-285470486.21323532
0.00196800,-283369698.71323532,-23799197.61029412,-284981541.17647058
0.00196950,-283204110.90073532,-23299136.76470588,-284499644.65073532
