tau,c_fx_fx,c_fx_fy,c_fy_fy
0.00548700,-106358886.58088236,-32118447.97794118,-69697761.94852941
0.00548850,-106582383.16176471,-31973228.86029412,-69691138.67647059
0.00549000,-106807433.03308824,-31822256.93014706,-69686175.00000000
0.00549150,-107034399.51286764,-31667222.79411765,-69682550.47794117
0.00549300,-107263125.09191176,-31505762.16911765,-69679320.49632353
0.00549450,-107493119.62683824,-31338569.48529412,-69675216.34191176
0.00549600,-107724356.87500000,-31166636.02941176,-69672876.28676471
0.00549750,-107956753.93382353,-30988825.25735294,-69669617.83088236
0.00549900,-108189731.81985295,-30806208.47426471,-69666025.44117647
0.00550050,-108424075.90073529,-30617357.16911765,-69662298.16176471
0.00550200,-108658382.01654412,-30424674.06066176,-69657396.78308824
0.00550350,-108892762.68382353,-30226642.83088235,-69651195.14705883
0.00550500,-109128713.97058824,-30024052.29779412,-69643400.16544117
0.00550650,-109363098.58455883,-29815860.84558824,-69634219.30147059
0.00550800,-109597800.40441176,-29603088.23529412,-69622499.63235295
0.00550950,-109830822.24264705,-29385712.50000000,-69608719.92647059
0.00551100,-110063818.19852941,-29164151.89338235,-69592859.13602941
0.00551250,-110295198.86029412,-28938757.15073529,-69574436.58088236
0.00551400,-110526646.67279412,-28707958.12683824,-69552158.08823529
0.00551550,-110755625.36764705,-28474128.30882353,-69527069.30147059
0.00551700,-110981830.14705883,-28236225.55147059,-69497662.68382353
0.00551850,-111207771.50735295,-27994069.00735294,-69465856.52573529
0.00552000,-111431249.63235295,-27748762.40808824,-69429214.04411764
0.00552150,-111651524.39338236,-27499293.38235294,-69388397.44485295
0.00552300,-111869857.07720588,-27247207.55514706,-69343432.35294117
0.00552450,-112084447.05882353,-26992335.71691176,-69292691.04779412
0.00552600,-112296278.12500000,-26733819.11764706,-69237615.36764705
0.00552750,-112504372.61029412,-26473703.73161765,-69178086.21323529
0.00552900,-112709765.31250000,-26209395.03676471,-69112276.10294117
0.00553050,-112910028.86029412,-25944036.21323529,-69042014.88970588
0.00553200,-113106371.50735295,-25676167.09558824,-68965384.37500000
0.00553350,-113299251.28676471,-25406062.51286765,-68882589.70588236
0.00553500,-113486206.91544117,-25134093.51102941,-68794624.30147059
0.00553650,-113669345.22058824,-24860648.71323529,-68699496.87500000
0.00553800,-113846237.08272059,-24585918.38235294,-68598324.26470588
0.00553950,-114018296.71875000,-24308637.22426471,-68491152.75735295
0.00554100,-114185595.03676471,-24032078.62132353,-68377205.69852941
0.00554250,-114347220.84558824,-23754039.98161765,-68256131.41544117
0.00554400,-114501774.52573529,-23476211.47058824,-68128803.86029412
0.00554550,-114651216.01102941,-23196305.69852941,-67995426.39705883
0.00554700,-114794061.02941176,-22916922.33455882,-67854716.32352941
0.00554850,-114930585.47794117,-22637234.15441176,-67705017.27941176
0.00555000,-115060851.28676471,-22357462.88602941,-67550946.32352941
0.00555150,-115183999.70404412,-22078220.95588235,-67387918.75000000
0.00555300,-115300247.97794117,-21799551.19485294,-67219182.05882353
0.00555450,-115409568.38235295,-21522334.55882353,-67042825.55147059
0.00555600,-115511853.12500000,-21245613.78676471,-66859075.36764706
0.00555750,-115606734.85294117,-20969516.17647059,-66668736.48897059
0.00555900,-115694454.22794117,-20696019.57720588,-66471243.75000000
0.00556050,-115774810.84558824,-20423563.81470588,-66266815.47794118
0.00556200,-115846652.75735295,-20151810.64338235,-66055078.67647059
0.00556350,-115912532.90441176,-19882732.04411765,-65836048.51102941
0.00556500,-115969597.42647059,-19615403.14338235,-65611021.66433824
0.00556650,-116018216.08455883,-19350480.14705882,-65378278.08823530
0.00556800,-116061036.32352941,-19087220.95588235,-65139030.58823530
0.00556950,-116095290.07352941,-18827332.90441176,-64894493.16176470
0.00557100,-116120688.23529412,-18570672.79411765,-64642135.84558824
0.00557250,-116139324.70404412,-18315959.13602941,-64383533.40073530
0.00557400,-116150506.69117647,-18064784.19117647,-64119802.38970588
0.00557550,-116153016.59926471,-17816510.66176471,-63848350.44117647
0.00557700,-116148265.95588236,-17571586.58088235,-63571698.98897059
0.00557850,-116135802.13235295,-17330783.73161765,-63288929.46691176
0.00558000,-116116071.91360295,-17093039.11764706,-63001509.55882353
0.00558150,-116088299.28308824,-16859171.78308824,-62707203.12500000
0.00558300,-116053157.73897059,-16629987.68382353,-62408099.20955882
0.00558450,-116010244.30147059,-16403667.83088235,-62104024.81617647
0.00558600,-115961032.24411765,-16182141.91176471,-61794754.22794118
0.00558750,-115904295.80882353,-15965067.84926471,-61481199.44852941
0.00558900,-115839753.01470588,-15751993.14154412,-61162602.94117647
0.00559050,-115768710.69852941,-15543466.54411765,-60839299.26838236
0.00559200,-115692446.32352941,-15339863.23529412,-60512727.31617647
0.00559350,-115607473.52941176,-15139812.05882353,-60181985.79044118
0.00559500,-115517142.09558824,-14945342.52389706,-59846670.95588236
0.00559650,-115420339.70588236,-14755494.65257353,-59509031.32352941
0.00559800,-115317074.08088236,-14570766.37867647,-59167470.77205882
0.00559950,-115208722.61029412,-14389399.24632353,-58822837.13235294
0.00560100,-115094025.62500000,-14213990.36764706,-58475522.73897059
0.00560250,-114974010.41911764,-14043455.69852941,-58125885.68014706
0.00560400,-114848805.69852941,-13877774.81617647,-57773211.76470588
0.00560550,-114719235.11029412,-13716450.18382353,-57418877.99632353
0.00560700,-114584070.03676471,-13560329.06250000,-57062607.35294118
0.00560850,-114444705.33088236,-13408250.27573529,-56704279.04411764
0.00561000,-114300884.19117647,-13262435.11029412,-56345612.50000000
0.00561150,-114153545.03676471,-13120461.76470588,-55984711.63602941
0.00561300,-114001806.89338236,-12983786.35294118,-55622746.91176470
0.00561450,-113846170.95588236,-12851236.94852941,-55261562.24264706
0.00561600,-113688285.66176471,-12723230.69852941,-54899277.02205882
0.00561750,-113526769.48529412,-12599843.75000000,-54536468.41911764
0.00561900,-113363313.03308824,-12481520.03676471,-54173932.35294118
0.00562050,-113197302.38970588,-12366788.30147059,-53811444.87132353
0.00562200,-113027872.59191176,-12256661.58088235,-53449275.48713236
0.00562350,-112857437.86764705,-12150932.57352941,-53088504.41176470
0.00562500,-112685713.80514705,-12048863.45404412,-52728257.75735294
0.00562650,-112511847.05882353,-11949884.96323529,-52369508.63970588
0.00562800,-112337908.27205883,-11856258.45588235,-52012009.70588236
0.00562950,-112162033.45588236,-11765740.51470588,-51656777.28676470
0.00563100,-111985533.63970588,-11678334.88970588,-51302823.52941176
0.00563250,-111809457.35294117,-11594910.71691176,-50951480.51470588
0.00563400,-111632836.39705883,-11514146.54411765,-50602236.67279412
0.00563550,-111456286.56250000,-11436799.26470588,-50255257.18750000
0.00563700,-111279984.19117647,-11361870.40441176,-49911707.16911764
0.00563850,-111105197.79411764,-11290045.16544118,-49570891.72794118
0.00564000,-110930133.08823529,-11220882.90441176,-49234143.38235294
0.00564150,-110756172.79411764,-11154583.11397059,-48900190.44117647
0.00564300,-110584073.52941176,-11090758.05698529,-48571108.76838236
0.00564450,-110412860.99264705,-11028570.95588235,-48244715.73529412
0.00564600,-110243355.52941176,-10968436.76470588,-47922927.48161764
0.00564750,-110075809.98161764,-10910626.32352941,-47605541.74632353
0.00564900,-109910611.39705883,-10854402.38970588,-47292687.50000000
0.00565050,-109746646.26838236,-10798992.68382353,-46985252.20588236
0.00565200,-109585166.04779412,-10745258.24632353,-46681335.66176470
0.00565350,-109426492.24264705,-10693150.71691176,-46383990.27573530
0.00565500,-109269885.33088236,-10642177.20588235,-46092036.61029412
0.00565650,-109115504.04411764,-10591429.22794118,-45804874.54044118
0.00565800,-108964434.54044117,-10542084.74264706,-45523985.42279412
0.00565950,-108815873.32720588,-10494040.80882353,-45250124.63235294
0.00566100,-108670201.87500000,-10446872.66544118,-44980322.79411764
0.00566250,-108527934.35661764,-10398312.24264706,-44718246.32352941
0.00566400,-108387959.09926471,-10351056.98529412,-44462623.12500000
0.00566550,-108251492.46323529,-10305344.90808824,-44213360.29411764
0.00566700,-108117913.36397059,-10258485.84558824,-43970364.06250000
0.00566850,-107987517.46323529,-10212375.86397059,-43734861.58088236
0.00567000,-107860011.58088236,-10165671.87500000,-43505888.25367647
0.00567150,-107735817.27941176,-10118918.93382353,-43285178.30882353
0.00567300,-107615055.45955883,-10071310.11029412,-43070157.72058824
0.00567450,-107496954.09926471,-10025355.69852941,-42863770.27573530
0.00567600,-107382330.95588236,-9977698.89705882,-42665521.50735294
0.00567750,-107270781.25000000,-9930054.13602941,-42473631.10294118
0.00567900,-107162705.88235295,-9882509.39154412,-42289776.83823530
0.00568050,-107057042.79411764,-9833620.73529412,-42113857.68382353
0.00568200,-106954125.73529412,-9784819.66911765,-41945161.61764706
0.00568350,-106855355.51470588,-9735630.88235294,-41785126.37867647
0.00568500,-106758835.23897059,-9685392.09558824,-41632167.81250000
0.00568650,-106665337.13235295,-9634945.14705882,-41488966.83823530
0.00568800,-106574595.31250000,-9584002.15073529,-41352871.89338236
0.00568950,-106486564.33823529,-9531222.20588235,-41224407.46323530
0.00569100,-106401434.19117647,-9478879.77941176,-41104894.85294118
0.00569250,-106319134.41176471,-9426633.08823529,-40992832.81250000
0.00569400,-106239766.48897059,-9373350.91911765,-40889944.96507353
0.00569550,-106161706.58088236,-9319514.88970588,-40794184.55882353
0.00569700,-106086490.55147059,-9265061.59007353,-40707281.61764706
0.00569850,-106014320.86397059,-9209751.85661765,-40628614.33823530
0.00570000,-105944539.15441176,-9155043.38235294,-40557372.42647059
0.00570150,-105876725.91911764,-9099601.28676471,-40495624.81617647
0.00570300,-105811131.81985295,-9043647.90441176,-40441324.55882353
0.00570450,-105748109.74264705,-8986733.60294118,-40394799.48529412
0.00570600,-105686077.02205883,-8931529.77941176,-40357507.53676470
0.00570750,-105626543.08823529,-8874545.73529412,-40327966.54411764
0.00570900,-105569125.68014705,-8817118.19852941,-40305109.74264706
0.00571050,-105513903.58455883,-8761902.57352941,-40290819.11764706
0.00571200,-105459828.73161764,-8705124.39338235,-40284739.52205882
0.00571350,-105407279.96323529,-8649511.76470588,-40286583.75000000
0.00571500,-105356460.47794117,-8593829.90808824,-40295952.67095588
0.00571650,-105307158.63970588,-8538578.34558824,-40312906.34191176
0.00571800,-105259496.10294117,-8483821.32352941,-40338607.56250000
0.00571950,-105213097.51654412,-8429905.33088235,-40370761.01102941
0.00572100,-105167614.98161764,-8376479.59558824,-40409964.90808824
0.00572250,-105123620.40441176,-8324056.78492647,-40458199.81617647
0.00572400,-105080928.12500000,-8272682.16911765,-40511653.30882353
0.00572550,-105039429.44191177,-8222143.76838235,-40573570.40441176
0.00572700,-104997855.58823529,-8173161.02941176,-40642161.76470588
0.00572850,-104957735.09191176,-8125968.19852941,-40716865.82720588
0.00573000,-104918081.47058824,-8080050.73529412,-40799406.93382353
0.00573150,-104879849.70588236,-8035329.41176471,-40888146.39705882
0.00573300,-104840897.61029412,-7992401.83823529,-40983119.48529412
0.00573450,-104802823.69485295,-7951827.02205882,-41084979.22794118
0.00573600,-104765642.64705883,-7913454.65073529,-41193565.80882353
0.00573750,-104728559.15441176,-7877001.54411765,-41307064.15441176
0.00573900,-104690358.63970588,-7843009.52205882,-41426673.56617647
0.00574050,-104652511.58088236,-7811433.14338235,-41552159.92647059
0.00574200,-104615504.41176471,-7783015.90073529,-41683556.59926470
0.00574350,-104577332.90441176,-7756664.52205882,-41819656.72794118
0.00574500,-104538789.70588236,-7734066.43382353,-41961120.95588236
0.00574650,-104499091.91176471,-7714266.72794118,-42108251.93014706
0.00574800,-104459777.57352941,-7697387.68382353,-42260612.50000000
0.00574950,-104418775.03676471,-7683995.49632353,-42417299.81617647
0.00575100,-104377484.89025736,-7674803.82352941,-42578170.07352941
0.00575250,-104334249.26470588,-7668471.94852941,-42744222.05882353
0.00575400,-104289917.20588236,-7666285.33088235,-42913370.22058824
0.00575550,-104244370.22058824,-7667904.77941176,-43087315.99264706
0.00575700,-104196928.25367647,-7673921.65441176,-43264668.38235294
0.00575850,-104147749.95772059,-7684163.87867647,-43445018.29044118
0.00576000,-104098100.34926471,-7699062.07720588,-43629802.75735294
0.00576150,-104044411.76470588,-7718717.64705882,-43816496.12132353
0.00576300,-103989455.68014705,-7741621.83823529,-44006486.02941176
0.00576450,-103932472.55514705,-7770727.77573529,-44199818.93382353
0.00576600,-103871715.80882353,-7803791.72794118,-44395518.23529412
0.00576750,-103809247.61029412,-7842779.33823529,-44593401.37867647
0.00576900,-103743859.92647059,-7886456.06617647,-44794108.45588236
0.00577050,-103675967.59191176,-7934828.23529412,-44995320.51470588
0.00577200,-103604523.52941176,-7988249.44852941,-45199124.63235294
0.00577350,-103529410.47794117,-8048380.56985294,-45404286.76470588
0.00577500,-103451740.94301471,-8113400.82720588,-45611309.19117647
0.00577650,-103369992.09558824,-8183963.60294118,-45818873.08823530
0.00577800,-103284687.70220588,-8260526.10294118,-46027411.39705882
0.00577950,-103196004.42463236,-8342484.74264706,-46236553.45588236
0.00578100,-103103230.14705883,-8430252.38970588,-46446764.88970588
0.00578250,-103006505.18382353,-8523562.83088235,-46655842.81250000
0.00578400,-102905731.94852941,-8622933.45588235,-46866614.52205882
0.00578550,-102801085.22058824,-8727721.48897059,-47077100.55147059
0.00578700,-102690794.53308824,-8839050.55147059,-47287208.27205882
0.00578850,-102576278.93382353,-8956172.42647059,-47496931.34191176
0.00579000,-102458176.93014705,-9079271.21323529,-47706055.95404412
0.00579150,-102334798.52941176,-9208502.94117647,-47914814.14154412
0.00579300,-102207276.08455883,-9343863.30882353,-48122254.40257353
0.00579450,-102074261.47058824,-9484505.69852941,-48329094.17279412
0.00579600,-101936715.69852941,-9631517.64705882,-48534328.34558824
0.00579750,-101794938.41911764,-9784333.45588235,-48738817.50000000
0.00579900,-101647350.18382353,-9942656.61764706,-48941427.95955882
0.00580050,-101494855.69852941,-10107212.33455882,-49143119.70588236
0.00580200,-101337533.45588236,-10278183.97058824,-49343185.71691176
0.00580350,-101174790.79044117,-10454318.75000000,-49540880.93750000
0.00580500,-101007364.52205883,-10635947.05882353,-49737673.06985294
0.00580650,-100835200.55147059,-10822508.49632353,-49932120.42279412
0.00580800,-100656696.13970588,-11016117.48161765,-50125230.80698530
0.00580950,-100473314.43014705,-11214034.96323529,-50315744.66911764
0.00581100,-100285143.08823529,-11417332.90441176,-50503508.63970588
0.00581250,-100091481.36029412,-11626114.39338235,-50690433.82352941
0.00581400,-99892611.12132353,-11840262.86764706,-50875859.37500000
0.00581550,-99688131.12132353,-12059284.63235294,-51058522.35294118
0.00581700,-99479247.53676471,-12282760.47794118,-51239643.56617647
0.00581850,-99264929.74264705,-12510441.45220588,-51417460.66176470
0.00582000,-99045086.15808824,-12743647.19117647,-51594316.72794118
0.00582150,-98820380.66176471,-12980709.26102941,-51768985.11029412
0.00582300,-98591085.84558824,-13222324.50367647,-51941231.06617647
0.00582450,-98355476.47058824,-13467556.70955882,-52112111.36029412
0.00582600,-98115897.53676471,-13716737.86764706,-52281547.33455882
0.00582750,-97870904.04411764,-13970523.52941176,-52447813.78676470
0.00582900,-97620404.59558824,-14227616.93014706,-52612879.00367647
0.00583050,-97365256.80147059,-14487876.97977941,-52776468.75000000
0.00583200,-97106114.52205883,-14751938.76838235,-52937934.00735294
0.00583350,-96840596.13970588,-15018267.05882353,-53098910.47794118
0.00583500,-96570724.28308824,-15287355.27022059,-53256764.88970588
0.00583650,-96296784.92647059,-15560014.15441176,-53414850.51470588
0.00583800,-96017250.00000000,-15834351.83823529,-53571727.55514706
0.00583950,-95733525.36764705,-16112355.88235294,-53726361.06617647
0.00584100,-95446152.37132353,-16391068.75000000,-53881431.06617647
0.00584250,-95153260.47794117,-16672883.63970588,-54034109.19117647
0.00584400,-94856573.16176471,-16956119.98161765,-54187323.52941176
0.00584550,-94555104.96323529,-17240700.91911765,-54339317.83088236
0.00584700,-94250283.08823529,-17526905.11029412,-54490785.47794118
0.00584850,-93940290.75367647,-17814875.05514706,-54642335.29411764
0.00585000,-93627314.24632353,-18102636.02941176,-54792920.01838236
0.00585150,-93310335.11029412,-18392267.46323529,-54943708.63970588
0.00585300,-92989786.58088236,-18682098.82352941,-55094196.32352941
0.00585450,-92664977.75735295,-18973182.16911765,-55245031.48897059
0.00585600,-92337018.30882353,-19263288.78676471,-55395752.57352941
0.00585750,-92005464.43014705,-19554308.63970588,-55547034.68750000
0.00585900,-91671105.69852941,-19845212.86764706,-55699829.09007353
0.00586050,-91333570.58823529,-20135233.27205882,-55851588.29044118
0.00586200,-90993018.19852941,-20425270.03676471,-56003588.05147059
0.00586350,-90649929.77941176,-20714784.92647059,-56157350.32224265
0.00586500,-90304616.54411764,-21002842.46323529,-56312908.43750000
0.00586650,-89956525.91911764,-21289738.06985294,-56466809.74264706
0.00586800,-89606743.19852941,-21575549.24632353,-56623436.76470588
0.00586950,-89253900.00000000,-21859939.98161765,-56780963.05147059
0.00587100,-88899031.80147059,-22143402.20588235,-56938997.79411764
0.00587250,-88543707.35294117,-22423897.00367647,-57099381.98529412
0.00587400,-88186278.54779412,-22703541.91176471,-57259937.20588236
0.00587550,-87828134.41176471,-22980947.86764706,-57422774.44852941
0.00587700,-87467973.71323529,-23254365.09191176,-57586062.13235294
0.00587850,-87106967.46323529,-23526339.52205882,-57751053.12500000
0.00588000,-86746872.97794117,-23795802.94117647,-57916891.61764706
0.00588150,-86385999.59558824,-24061941.17647059,-58085045.71691176
0.00588300,-86024340.60661764,-24324520.60661765,-58254605.60661764
0.00588450,-85662434.00735295,-24583671.23161765,-58425365.07352941
0.00588600,-85301579.04411764,-24839426.28676471,-58597663.23529412
0.00588750,-84940746.87500000,-25091619.08088235,-58771537.68382353
0.00588900,-84581663.23529412,-25339828.76838235,-58946980.09191176
0.00589050,-84222540.99264705,-25584346.50735294,-59123063.23529412
0.00589200,-83865331.48897059,-25824167.83088235,-59301230.51470588
0.00589350,-83509391.98529412,-26058777.53676471,-59480420.84558824
0.00589500,-83154764.70588236,-26290160.66176471,-59661217.04044118
0.00589650,-82803164.33272059,-26515695.55147059,-59842965.44117647
0.00589800,-82453188.71323529,-26734832.16911765,-60027468.75000000
0.00589950,-82104800.40441176,-26951047.97794118,-60211506.41544118
0.00590100,-81759981.32352941,-27160627.97794118,-60397540.29411764
0.00590250,-81418322.05882353,-27365309.83455882,-60584062.68382353
0.00590400,-81079039.33823529,-27562814.63235294,-60771972.29779412
0.00590550,-80743615.44117647,-27755753.14338235,-60961502.73897059
0.00590700,-80411553.86029412,-27941971.74632353,-61152659.09926470
0.00590850,-80082786.94852941,-28120978.49264706,-61342756.43382353
0.00591000,-79758329.94485295,-28293883.82352941,-61534589.65073530
0.00591150,-79437974.13602941,-28461013.58455882,-61726968.19852941
0.00591300,-79121225.00000000,-28620638.97058824,-61920236.58088236
0.00591450,-78809530.14705883,-28772387.97794118,-62114453.12500000
0.00591600,-78501981.43382353,-28918595.77205882,-62309547.62867647
0.00591750,-78199199.00735295,-29055928.12500000,-62504001.83823530
0.00591900,-77900977.38970588,-29186436.21323529,-62699800.77205882
0.00592050,-77608347.24264705,-29309560.84558824,-62895921.31801470
0.00592200,-77320769.76102941,-29423424.98161765,-63092266.72794118
0.00592350,-77038100.18382353,-29530917.09558824,-63289183.82352941
0.00592500,-76759841.91176471,-29629643.10661765,-63485088.60294118
0.00592650,-76487820.03676471,-29720475.86397059,-63682979.98161764
0.00592800,-76221558.08823529,-29802451.10294118,-63879977.02205882
0.00592950,-75960081.06617647,-29876328.98897059,-64076441.30514706
0.00593100,-75704687.13235295,-29940877.53676471,-64272631.67279412
0.00593250,-75453860.69448531,-29997469.20955882,-64469332.72058824
0.00593400,-75209362.31617647,-30044752.75735294,-64665816.48897059
0.00593550,-74970125.75367647,-30083584.34246323,-64861819.11764706
0.00593700,-74737521.69117647,-30112788.47426471,-65056717.09558824
0.00593850,-74509006.43382353,-30132954.22794118,-65252031.04779412
0.00594000,-74287306.94852941,-30144853.30882353,-65446711.58088236
0.00594150,-74070304.59558824,-30145866.17647059,-65640086.85661764
0.00594300,-73858981.87500000,-30138342.53676471,-65832958.54779412
0.00594450,-73653692.07720588,-30121189.88970588,-66025756.41544118
0.00594600,-73452962.02205883,-30094805.88235294,-66217758.86029412
0.00594750,-73258990.80882353,-30057634.37500000,-66408271.41544118
0.00594900,-73067901.89338236,-30011808.27205882,-66598278.12500000
0.00595050,-72884233.04448529,-29956190.40808824,-66787125.93750000
0.00595200,-72704409.74264705,-29890592.99632353,-66973790.80882353
0.00595350,-72530563.97058824,-29815363.05147059,-67160081.81985295
0.00595500,-72359966.30514705,-29730640.44117647,-67345102.37132353
0.00595650,-72194934.22794117,-29636003.12500000,-67528285.47794117
0.00595800,-72034267.09558824,-29531236.13970588,-67709593.19852941
0.00595950,-71878277.75735295,-29416208.43750000,-67890734.57720588
0.00596100,-71725958.47426471,-29291581.26838235,-68069029.77941176
0.00596250,-71578054.44852941,-29158213.41911765,-68245248.91544117
0.00596400,-71434599.24632353,-29014398.89705882,-68420633.27205883
0.00596550,-71294056.25000000,-28860688.97058824,-68594376.89338236
0.00596700,-71155852.92279412,-28697385.38602941,-68765832.46323529
0.00596850,-71023269.37500000,-28523990.75367647,-68934850.14705883
0.00597000,-70893044.92647059,-28341265.25735294,-69102804.94485295
0.00597150,-70765586.76470588,-28149161.50735294,-69266722.24264705
0.00597300,-70640563.07904412,-27947512.46323529,-69429370.22058824
0.00597450,-70518413.67647059,-27737079.22794118,-69590522.83823529
0.00597600,-70398557.90441176,-27516682.72058824,-69747743.38235295
0.00597750,-70280032.36397059,-27287391.91176471,-69902460.47794117
0.00597900,-70164260.18382353,-27048758.93382353,-70055839.52205883
0.00598050,-70049664.74264705,-26801815.93382353,-70205454.22794117
0.00598200,-69937236.02941176,-26545362.86764706,-70352601.28676471
0.00598350,-69825916.63602941,-26280720.79044118,-70497387.83088236
0.00598500,-69715186.96691176,-26006278.52941176,-70638130.49632353
0.00598650,-69604941.31452206,-25725417.55514706,-70777930.81617647
0.00598800,-69495818.60294117,-25434903.49264706,-70914344.48529412
0.00598950,-69387536.58088236,-25136652.75735294,-71047500.73529412
0.00599100,-69279404.52205883,-24830506.25000000,-71177684.37500000
0.00599250,-69171547.97794117,-24517611.76470588,-71304715.25735295
0.00599400,-69063232.53676471,-24196063.41911765,-71427965.25735295
0.00599550,-68954866.17647059,-23868879.04411765,-71549075.31250000
0.00599700,-68845169.30147059,-23533520.45404412,-71666961.02941176
0.00599850,-68736317.33455883,-23191710.29411765,-71781672.24264705
0.00600000,-68626402.02205883,-22843586.58088235,-71893597.92279412
0.00600150,-68515229.41176471,-22489152.75735294,-72002086.39705883
0.00600300,-68403485.88235295,-22128118.38235294,-72106907.53676471
0.00600450,-68290766.63602941,-21763257.61029412,-72210298.16176471
0.00600600,-68176857.90441176,-21391410.84558824,-72309138.47426471
0.00600750,-68061899.52095589,-21014062.13235294,-72406087.09558824
0.00600900,-67945020.40441176,-20632921.08455882,-72498650.58823529
0.00601050,-67828029.59558824,-20245976.04779412,-72589645.95588236
0.00601200,-67708709.76102941,-19855791.91176471,-72676220.58823529
0.00601350,-67588683.63970588,-19460262.68382353,-72760826.65441176
0.00601500,-67466261.39705883,-19060974.46691176,-72841716.17647059
0.00601650,-67343420.31250000,-18659729.96323529,-72920566.72794117
0.00601800,-67217280.69852941,-18254748.63970588,-72996817.27941176
0.00601950,-67090174.65073530,-17846131.91176471,-73069236.02941176
0.00602100,-66962329.96323530,-17435047.24264706,-73139737.86764705
0.00602250,-66832931.06617647,-17021912.73161765,-73207094.30147059
0.00602400,-66701072.61029412,-16607351.28676471,-73271860.84558824
0.00602550,-66569059.55882353,-16189643.58455882,-73333991.54411764
0.00602700,-66434905.27573530,-15771740.62500000,-73394178.67647059
0.00602850,-66299216.80147059,-15352354.09926471,-73450600.91911764
0.00603000,-66163128.67647059,-14931976.47058824,-73505684.72426471
0.00603150,-66025792.46323530,-14511306.43382353,-73557346.32352941
0.00603300,-65885789.15441176,-14091446.34926471,-73607976.52573529
0.00603450,-65745699.44852941,-13669962.53676471,-73654846.12132353
0.00603600,-65605305.93750000,-13248462.48161765,-73699846.87500000
0.00603750,-65463255.77205882,-12828885.29411765,-73743316.23161764
0.00603900,-65320611.26838236,-12409115.07352941,-73784176.56250000
0.00604050,-65176738.63970588,-11991003.47426471,-73822393.80514705
0.00604200,-65033125.36764706,-11574074.69301471,-73858264.15441176
0.00604350,-64890085.70772059,-11158620.22058824,-73891729.15441176
0.00604500,-64744392.12132353,-10745302.64705882,-73924123.63970588
0.00604650,-64600325.91911764,-10333757.16911765,-73953819.48529412
0.00604800,-64455781.67279412,-9924000.01838235,-73980946.58088236
0.00604950,-64311099.63235294,-9517673.71323529,-74006491.06617647
0.00605100,-64167515.53308824,-9113468.19852941,-74029385.71691176
0.00605250,-64023566.81985294,-8711914.94485294,-74050705.14705883
0.00605400,-63880487.88602941,-8314299.81617647,-74068787.86764705
0.00605550,-63737811.11948530,-7919345.22058824,-74084250.18382353
0.00605700,-63596106.80147059,-7528591.78308824,-74099602.75735295
0.00605850,-63455679.77941176,-7139431.45220588,-74111065.89705883
0.00606000,-63316177.68382353,-6756105.68014706,-74120319.92647059
0.00606150,-63177695.58823530,-6376586.19485294,-74127309.44852941
0.00606300,-63040729.24632353,-6000740.40441176,-74132658.08823529
0.00606450,-62905620.77205882,-5628914.04411765,-74134166.17647059
0.00606600,-62771816.19485294,-5261445.22058824,-74133966.28676471
0.00606750,-62639619.66911764,-4899134.19117647,-74130314.63419117
0.00606900,-62509740.23897059,-4540565.07352941,-74125317.09558824
0.00607050,-62381722.27941176,-4188298.54779412,-74116004.41176471
0.00607200,-62256475.36764706,-3839848.34558824,-74105150.23897059
0.00607350,-62132304.04411764,-3496229.04411765,-74090379.59558824
0.00607500,-62011384.55882353,-3157964.70588235,-74073516.83823529
0.00607650,-61891979.96323530,-2824831.43382353,-74053188.60294117
0.00607800,-61777594.66911764,-2498101.10294118,-74030575.44117647
0.00607950,-61663830.33088236,-2175449.26470588,-74004013.60294117
0.00608100,-61552792.27941176,-1859672.15073529,-73973340.25735295
0.00608250,-61445094.30147059,-1548011.58088235,-73940876.21323529
0.00608400,-61340555.47113971,-1242042.27941176,-73903810.18382353
0.00608550,-61238930.22058824,-942947.95036765,-73863218.93382353
0.00608700,-61140121.78860294,-649206.80147059,-73819868.67647059
0.00608850,-61044569.87132353,-360254.22794118,-73773000.69852941
0.00609000,-60952577.16911764,-78027.07720588,-73721411.02941176
0.00609150,-60863542.09191176,197299.81617647,-73667288.60294117
0.00609300,-60777552.53676470,467874.59558824,-73608486.01102941
0.00609450,-60695626.06617647,731623.56617647,-73546075.18382353
0.00609600,-60617185.12683824,990179.94485294,-73480620.54779412
0.00609750,-60542292.86764706,1242270.95588235,-73410285.51470588
0.00609900,-60470680.09191176,1487999.44852941,-73336589.77941176
0.00610050,-60402028.19852941,1728031.61764706,-73258925.62500000
0.00610200,-60337593.19852941,1961680.16544118,-73176954.41176471
0.00610350,-60277169.11764706,2188342.46323529,-73090482.90441176
0.00610500,-60219355.88235294,2410278.03308824,-73001111.54411764
0.00610650,-60166811.37867647,2624833.63970588,-72907301.39705883
0.00610800,-60116707.40808824,2832369.11764706,-72810186.78308824
0.00610950,-60070817.48161764,3034179.06250000,-72708303.12500000
0.00611100,-60027423.62132353,3230153.69485294,-72602918.78676471
0.00611250,-59988930.14705882,3419325.00000000,-72494018.95220588
0.00611400,-59954650.00000000,3602343.03308824,-72380939.73345588
0.00611550,-59923190.62500000,3779329.92647059,-72265362.22426471
0.00611700,-59894604.06250000,3950888.73161765,-72144366.36029412
0.00611850,-59871111.43382353,4114629.41176471,-72020505.31250000
0.00612000,-59851626.12132353,4272342.64705882,-71893203.75000000
0.00612150,-59833499.81617647,4424468.58455882,-71763326.87500000
